Unnamed: 0,uncivil,civil,is_toxic,normalized_length_change,length_diff,change_direction
141,"Closing due to branch shenanigans, replaced by #71035","Due to branch shenanigans, the closing has been rescheduled for #71035.",0,-33.9622641509434,-18,increase
142,"Yeah so I'm going to join the club here. Sometimes, like 10% of the time, messages only arrive when I open the app. I have a Galaxy Nexus and this happened with bot Kitkat PA and stock Jelly Bean. I'm running the latter now, and I'm really curious what's up. I did a clean install and everything, so I doubt it's my phone.  I personally think it's GAPPS screwing me over, but I'm not sure. Any ideas?","I'm considering joining the club here. Sometimes, in about 10% of cases, messages only arrive when I open the app. I have a Galaxy Nexus, and this has happened with the bot Kitkat PA and stock Jelly Bean. I'm currently running the latter, and I'm curious about the current situation. I completed a clean installation and everything, so I doubt it's my phone. Personally, I believe it's GAPPS causing issues, but I'm not sure. Any ideas?",0,-9.0,-36,increase
143,"Yeah. Not exactly a showstopper, I know!","Yes, I understand that this approach doesn't quite go the way of showstopper, but it's a step in the right direction.",0,-192.5,-77,increase
144,*samza... phone autocorrect is being silly,It seems that using phone autocorrection seems unnecessary. Let's find a way to improve the code and make it more maintainable.,0,-202.38095238095238,-85,increase
145,Using goog.provide and ES6 import in the same file is not allowed. The fix will be to get a compiler warning instead of crashing.,Using goog.provide and ES6 imports in the same file is not allowed. The solution will be to receive a compiler warning instead of crashing.,0,-7.751937984496124,-10,increase
146,"I'll pull the patch and take look later this afternoon, but this looks even better than I'd imagined.","I'll retrieve the patch and review it later this afternoon. However, the current implementation looks even better than expected.",0,-26.732673267326735,-27,increase
147,Did you solve this?,Let's work together to resolve this issue.,0,-121.05263157894737,-23,increase
148,"@user I implemented it with the approach you suggested, this is what I came away with:  ```ruby namespacing = self.class.to_s.split('::')  if defined?(Object.const_get(""#{namespacing[0, namespacing.length - 1].join('::')}::Bridge"")) &&           !namespacing.include?('Remote')   bridge.extend Object.const_get(""#{namespacing[0, namespacing.length - 1].join('::')}::Bridge"") end ```  I think I like it better, even though this code is ugly.","@user I implemented it with the approach you suggested, and here's what I came up with: ``ruby namespacing = self.class.to_s.split('::') if defined?(Object.const_get(""#{namespacing[0, namespacing.length - 1].join('::')}::Bridge""))) &&!namespacing.include?('Remote') bridge.extend Object.const_get(""#{namespacing[0, namespacing.length - 1].join('::')}::Bridge"") end `` I think I prefer it, even though this code is not very appealing.",0,1.5909090909090908,7,decrease
149,"Hello psychoboust, yes, you understood right, with this fork we can trigger 7 FEL file, by converting on the fly to profile 8 when watching it with the kodi fork. You just need to find the option in kodi to enable the conversion (option available into this fork only). Yes, EL enhancement layer is lost for profile 7 (FEL and MEL as well), but if you ask me, there is no noticeable quality  difference between p7 and P8.1. Personal opinion: EL (enhancement layer)  is kinda bullshit, is more like a marketing t","Hello, psychoboust. You're right, we can trigger a 7 FEL file with this fork by converting it to profile 8 instantly when viewed with the kodi fork. We just need to find the option in kodi to enable the conversion (an option only available in this fork). Yes, the EL enhancement layer is missing for profile 7 (including FEL and MEL), but if you ask me, there's no noticeable difference in quality between p7 and P8.1. Personally, I believe that EL (enhancement layer) is a bit of a marketing ploy.",0,2.3529411764705883,12,decrease
150,ate between multiple on-and-off clients is just too difficult with email.,Working with multiple on-and-off clients is challenging with email. Let's work together to find a solution that meets the specific requirements.,0,-97.26027397260275,-71,increase
151,Haven't heard back in over a year so closing.,I haven't had a chance to hear back in over a year about the closing of the code.,0,-80.0,-36,increase
152,The code is so unbelievable complex it is hard to figure out what is happening.  It appears not to be the case but there are so many code paths.. it is just spaghetti.,"The code is complex enough to understand exactly what is happening. It seems unlikely, but with the number of code paths available, it's becoming more complex.",0,4.790419161676647,8,decrease
153,Glad to hear you got it working.,I'm glad to hear that you've managed to make it work.,0,-65.625,-21,increase
154,"So I worked myself into this a bit further, and what i found out is, that accessing files via Unix file system (`File` class) is not possible any more. Instead you would want to use the Android Storrage Access Framework, which comes with its on classes and methods to handle files.  ### Uri instead of file names  So instead of filenames SAF uses Uri, to access files. What we would want to do in order to access SD card files is getting the Uri for the root directory, and cooncan the path to our file onto th","I thoroughly investigated this issue further, and it seems that accessing files via the Unix file system (File class) is no longer possible. Instead, we should consider using the Android Storrage Access Framework, which includes classes and methods for handling files. Instead of file names, the SAF uses Uri to access files. To access SD card files, we should consider obtaining the Uri for the root directory and identifying the path to our file.",0,12.156862745098039,62,decrease
155,"ut.  users_v3 in this case disappeared, mappings/settings on many other of my indexes reverted to old mappings/settings, I had to delete a users_v1 index that was probably created with 0.20 or earlier that I've been dragging along.  Most interesting is I had changed a mapping from being static to dynamic and after the upgrade it went back to static.  Luckily i was above to downgrade to 1.4.1 and I'm back in business.","In this case, users_v3 disappeared, mappings/settings on many other indexes returned to their original configurations, and I had to delete a users_v1 index that was probably created with 0.20 or earlier. Interestingly, I had changed a mapping from static to dynamic, but after the upgrade, it returned to static. Fortunately, I was above the downgrade to 1.4.1, and I'm back in business.",0,7.857142857142857,33,decrease
156,I committed my changes first. Then I updated and got a conflict. I merged it and then I commmitted again. So I had 2 commits.  I wanted to squash them so I did: git rebase -i develop~2 Then changed pick on the second line to squash  Then I had to resolve the merge conflict again and I still got two commits. It seems that it only squashes the commits until the merge conflict into one commit etc.  After that I googled and found and tried this: # Reset the current branch to the commit just before the last 12,"I committed my changes first, then I updated and encountered a conflict. I merged it, and then I committed again. So, I had two commits to crush. I did it like this: git rebase -i develop~2, then changed the pick on the second line to squash. I had to resolve the merge conflict again, and I still encountered two commits. It seems that it only crushes the commits until the merge conflict occurs in one commit, etc. After that, I Googled and found this and tried it out: # Reset the current branch to the commit just before the last 12.",0,-5.294117647058823,-27,increase
157,"> Update: I think I get why its a different directory, the ability to delete while holding the lock, if thats the case, then it makes sense. On crappy internet, will try and complete the review later tonight....  correct that is the only reason.","Update: I understand why it's a different directory, and if that's the case, it makes sense to delete while holding the lock. On the internet, I'll try to complete the review later tonight. That's the only reason I'm correct.",0,8.16326530612245,20,decrease
158,"The fact that you can use a tool a certain way is not, in itself, an endorsement of your mode of use.  BTW, Luddites would be breaking computers, not using them.","The fact that you can use a tool in a specific way does not necessarily support your usage style. Additionally, Luddites would be breaking computers rather than using them.",0,-6.832298136645963,-11,increase
159,"If possible, a line break in between Table and Query data might make scanning the differences easier on the eye.  for example now we have Table has blah blah blah. Query has blah blah blah.  This sucks when I make really big tables and even only 1 or two mistakes.  Changing it to the following could make it bit easier. Table has blah blah blah. Query has blah blah blah.","If possible, a line break between Table and Query data could make it easier to scan for differences. For example, using Table has bla blah blah, and Query has bla blah blah. This can be frustrating when I make really big tables and even make only one or two mistakes. Changing it to the following could make things a bit easier. Table has bla blah, and Query has bla blah.",0,0.0,0,no change
160,.,Let's work together to improve this code.,0,-4000.0,-40,increase
161,"Shoot, I missed that one. Sorry about the dupe!","Oh no, I missed that one. I apologize for the oversight.",0,-19.148936170212767,-9,increase
162,"> I agree there should be only one way to get this maybe we can just use the Version utils everywhere? > +1 >  > that is actually not true - there is an upgrade path in LocalGatewayMetaState:625  Fair enough :)  > I kind of agree - I wonder what would happen if we missed something here? I mean there is no real upgradepath if shit hits the fan?  I wonder how bad it is to run with the wrong version (i.e., too old in this case). Wouldn't that cause way more subtle exceptions?  I see things around field data ","I agree that there should be only one way to achieve this. Perhaps we can use the Version utils everywhere? That's not true. There is an upgrade path in LocalGatewayMetaState:625 Fair enough. I kindly agree that there might be an error here. I mean, there's no real upgrade path if things go wrong. It's frustrating to run with the wrong version, which in this case is too old. Wouldn't that lead to more subtle exceptions? I understand things related to field data.",0,8.627450980392156,44,decrease
163,"s.add(jar.toRealPath().toUri().toURL()); +                                // codebase normalization in java is crazy, use java.io.File on purpose, +                                // since that is what is being used by classloaders. +                                codebases.add(jar.toFile().getCanonicalFile().toURI().toURL());                              }                          } ```","It seems that using java.io.File intentionally is not ideal. Consider using classloaders to find a more suitable solution. Adding ""s.add(jar.toRealPath().toUri().toURL()"" to code base normalization in Java can lead to confusion.",0,41.687979539641944,163,decrease
164,"@user -  1. To be honest, it _was_ intended to be somewhat attacking, mostly because I was genuinely aghast that the external editor function was removed, and what's more, removed **intentionally**. For what it's worth, I'm attacking the decision, not the people who _made_ the decision, but I very much did intend to attack the decision. 2. It's not a ""legacy"" feature. It's a required feature that has has been removed with no replacement. That's a bug. 3. If the processing people decided it had little valu","@user - I'm here to clarify that my intention was to attack the external editor function. It's important to acknowledge that the decision was taken intentionally and was not intended to be offensive to the decision makers. It's a necessary feature that has been removed without a replacement. It's a bug. If the processors decided it had little value, it would be beneficial to address the issue.",0,22.35294117647059,114,decrease
165,"the left side of the existing number, creates some confusion in TextSecure that does not correctly update the contact number.  My 2 cents...","The left-hand side of the existing number creates confusion in TextSecure, resulting in incorrect updates to the contact number. My two cents...",0,-2.857142857142857,-4,increase
166,"i sense there's something cool coming our way :) On Jun 19, 2013 10:42 PM, ""mattdesl"" notifications@github.com wrote:  > yeah.. total fuck up on my fork... expect a better pull request shortly :) >  > — > Reply to this email directly or view it on GitHubhttps://github.com/libgdx/libgdx/pull/479#issuecomment-19713348 > .","I sense something exciting is on the way. On June 19, 2013, at 10:42 PM, notifications@github.com received a message from ""mattdesl"": > Yes, it caused a total issue on my fork. I expect a better pull request shortly. :) > >  > Please reply to this email directly or view it on GitHub's GitHub subdirectory: [link to GitHub.com/libgdx/libgdx/pull/479#issuecomment-19713348].",0,-16.1993769470405,-52,increase
167,ps://github.com/notifications/unsubscribe-auth/AESMR77UI5UF2CQICVEOAZLPXRML7ANCNFSM4GWMUXWA> > . >   --  *Alice Elliott* aliceell@umich.edu | LinkedIn Profile <https://www.linkedin.com/in/alice-elliott> | she/her/hers,I'm here to help you understand the reasoning behind this. Please provide more context here.,0,57.6036866359447,125,decrease
168,close?,Could we consider closing it?,0,-383.33333333333337,-23,increase
169,"> P.S. may be issue should be created for problem [#8030 (comment)](https://github.com/checkstyle/checkstyle/pull/8030#issuecomment-608999013) >  > Not very critical, but looks ugly to me.  I'll open the issue when this PR is done, so that I can cover the case for annotations as well.","P.S. It might be worth creating an issue for the problem. [#8030 (comment)](https://github.com/checkstyle/checkstyle/pull/8030#issuecomment-608999013) > > Although not critical, it looks messy to me. I'll open the issue once this PR is done, so I can cover the case for annotations as well.",0,-1.7543859649122806,-5,increase
170,:| I definitely targeted my own repo for this. I swear.,I definitely targeted my own repository for this. I promise.,0,-9.090909090909092,-5,increase
171,"the people who disagree with us are all motivated by malice, or that our political opponents are unpatriotic."" (Obama State of the Union speech) - ""Most of all, democracy breaks down when the average person feels their voice doesn't matter; that the system is rigged in favor of the rich or the powerful or some narrow interest."" - ""Things don't have to change the world to be important."" (Steve Jobs quote) - ""A lot of times, people don't know what they want until you show it to them."" - ""This product works ","It's important to recognize that disagreeing with our viewpoints may be motivated by malice or unpatriotic views of our political opponents. It's important to recognize that democracy often breaks down when the average person feels that their voice doesn't matter, and the system is rigged in favor of the rich or powerful, or based on narrow interests. It's important to remember that changing the world doesn't necessarily have to be important. Many times, people don't know what they want until they are shown it. This product works.",0,-5.098039215686274,-26,increase
172,Haven't heard back in over a year,I haven't had any further feedback in over a year.,0,-51.515151515151516,-17,increase
173,"eyStore serverKeyStore = KeyStore.getInstance(""JKS"");                     serverKeyStore.load(                             new ByteArrayInputStream(                                     sipSettingsBean.getSipSettingsServerBeans().get(0).getKeystore().getBytes()),                             SipListener.KEYSTORE_PASSWORD.toCharArray());                     if (!serverKeyStore.isKeyEntry(sipSettingsBean.getSipSettingsServerBeans().get(0).getKeystoreAlias()))                         throw new IllegalArgumentE","yStore serverKeyStore = KeyStore.getInstance(""JKS""); serverKeyStore.load(new ByteArrayInputStream().get(0).getKeystore().getBytes()), SipListener.KEYSTORE_PASSWORD.toCharArray()); if (!serverKeyStore.isKeyEntry(sipSettingsBean.getSipSettingsServerBeans().get(0).getKeystoreAlias()))E throw new IllegalArgument",0,39.411764705882355,201,decrease
174,ack. let's discuss this on our next community meeting,Let's discuss this at our next community meeting.,0,7.547169811320755,4,decrease
175,"More like, launching processes is bullshit for a daemon process to do. Under any circumstances. Manage this stuff with startup scripts, etc. If you don't agree with me, open an issue if you like. But this is an important piece, to ensure remote execution is something that doesn't happen again.","Instead, launching processes is not an ideal solution for a daemon process. Under any circumstances, manage these tasks with startup scripts, etc. If you disagree with me, you can open an issue if you prefer. However, this is an important aspect to ensure that remote execution doesn't occur again.",0,-1.3605442176870748,-4,increase
176,"No idea, you could try digging in the code and see about helping us out with a fix.",I'm unsure. Could you please investigate the code further to determine if you can assist us with a fix?,0,-24.096385542168676,-20,increase
177,"**[William Gorder](https://jira.spring.io/secure/ViewProfile.jspa?name=wgorder)** commented  Thanks for the explanation Sam!!  `@Service`(""TestService2"")  That was a typo in my test project that I missed :)  In my actual project it is `@Service`(""testService2"").  Now I usually put the `@Service` annotation on the impl class and specify the name to be the interface (first letter lower case, which I screwed up on this test project).  I do this because in the past not doing this created errors that no matchi","**[William Gorder](https://jira.spring.io/secure/ViewProfile.jspa?name=wgorder)** commented Thank you for the explanation Sam!! `@Service(""TestService2"""") That was a typo in my test project that I missed `) In my actual project, it's `@Service(""testService2""). Now, I usually add the `@Service` annotation on the impl class and specify the name as the interface (first letter lowercase, which I made a mistake on this test project). I do this because in the past, not doing this, it created errors that did not match.",0,-1.3725490196078431,-7,increase
178,WTF? Why....,What's the reasoning behind this?,0,-175.0,-21,increase
179,"clang-tidy review says ""All clean, LGTM! :+1:""","The clang-tidy review reads, ""All clean, LGTM! :+1:""",0,-13.043478260869565,-6,increase
180,"an having nothing :) ... ore YTs new ""we know better what you like"" subscription policy.",It seems like there's a lack of anything in the existing subscription policy. Let's ensure we have a clear understanding of what you like.,0,-56.81818181818182,-50,increase
181,BDTM6EWRANCNFSM44GWLEZA).,This code snippet is not compatible with BDTM6EWRANCNFSM44GWLEZA.,0,-160.0,-40,increase
182,Looks like there are still some error-wrapping shenanigans in the same ITs.,It appears that there are still some error-wrapping shenanigans in the same IT systems. Let's address these concerns constructively.,0,-76.0,-57,increase
183,"> +1. Enabling copilot through RStudio would be great for the community, but there's another arguably more important strategic reason. If code suggestions ""become a thing"" that changes how we code forever (still to be seen, but possible), it behooves the R community to write a bunch of R code using copilot (and whatever else may come) to improve the prediction accuracy.  >  >  >  > One of R's strengths vs python is that it's easy to use, what w/ the tidyverse, better documentation/examples, less brittle i","Enabling copilot through RStudio would be great for the community, but there's another strategically significant reason. If code suggestions are to change how we code forever, it's still a matter of chance. The R community should consider writing a bunch of R code using copilot and other potential improvements to improve predictability. One of R's strengths versus Python's ease of use, cleaner documentation, and less fragile iverse is its potential impact.",0,9.803921568627452,50,decrease
184,Is this working for you now?,Let's discuss ways to improve this code.,0,-42.857142857142854,-12,increase
185,oh  no best feature gone,"Oh, no best feature missing.",0,-16.666666666666664,-4,increase
186,"**[Ken Egervari](https://jira.spring.io/secure/ViewProfile.jspa?name=egervari)** commented  I looked at the Jackson annotations, and while some of them are going to be helpful when I send my domain objects back (the ignore one mainly), this won't help me with my mapping problems whenever I get json from the server.  Arjen, how hard would it be for someone (me, you, whoever) to implement a `@Mapping` annotation alongside the `@RequestBody` annotation. Or maybe add a parameter that says, ""usePropertyEditors","**[Ken Egervari](https://jira.spring.io/secure/ViewProfile.jspa?name=egervari) ** commented that I reviewed the Jackson annotations, and while some of them will be helpful when sending my domain objects back (mainly the ignore one), this won't help me with my mapping problems whenever I receive JSON from the server. Arjen, how difficult it would be for someone (me, you, whoever) to implement a `@Mapping` annotation alongside the `@RequestBB` annotation. Or perhaps add a parameter that reads, ""usePropertyEditors.""",0,-1.5686274509803921,-8,increase
187,"0.21.13 This same problem all the time. With the mouse and video on fullscren, the cursor is always present on the entire screen and causes the screen to light up, just as it highlights other text, miniatures etc fields when it is not fullscreen. The problem persists and causes the video image to be brightened all the time with this highlight. (all the blacks turn gray, the picture is ugly)","0.21.13 This issue persists. With the mouse and video on fullscreen, the cursor always appears on the entire screen and causes the screen to enlighten, similar to how it highlights other text, miniatures, etc. fields when it's not fullscreen. The problem persists and causes the video image to be enlightened continuously with this highlight. (All the blacks turn grey, causing the picture to become unattractive)",0,-5.089058524173027,-20,increase
188,"Is there any setting where we can tell Dbeaver to display the data exactly as it is returned in the query results? The automatic formatting has bitten me in the butt a few times, for instance `0000-00-00 00:00:00` being incorrectly displayed as `[NULL]` in the GUI, or other weird subtle issues that i didnt pick up on until i actually opened up a mysql CLI shell.","Is there a specific setting where we can instruct Dbeaver to display the data exactly as it is returned in the query results? The automatic formatting has caused issues, such as incorrectly displaying 0000-00-00 00:00:00:00 as GUI[NULL], and other subtle issues that didn't occur until I opened a mysql CLI shell.",0,14.010989010989011,51,decrease
189,"It's confusing because it is a very unusual software control, that's just the truth. A feature that is very likely to confuse or infuriate some new users is better turned off by default.  At the very least, an explanation/some kind of tip should show up when the app is first opened.  @user describes the situation perfectly.  > Phone slips in the hand? Volume all the way up. Or vise-versa. Change hands holding device? Brightness all the way down. Or vice-versa. Each is annoying.","It's a bit confusing because it's an unusual software control, which is just the truth. A feature that's likely to confuse or infuriate new users is best turned off by default. At the very least, an explanation or tip should appear when the app is opened for the first time. @user perfectly describes the situation. > Does the phone slip in the hand? Volume all the way up. Or vice versa. Change the handholding device? Brightness all the way down. Or vice versa. Each is bothersome.",0,-0.2074688796680498,-1,increase
190,"@user Could you tell me whether [this APK](https://github.com/TeamNewPipe/NewPipe/files/4345024/app-debug.apk.zip) shows a list of the titles of trending videos? You don't need to uninstall anything as it's a separate app called ""CrappyPipe"" that's not really useful.","Could you please provide an explanation for the trending video titles in this APK? It would be helpful to clarify if it displays a list of the trending video titles in this app. It's worth noting that uninstalling a separate app called ""CrappyPipe"" is not very useful.",0,-0.37453183520599254,-1,increase
191,"Goodbye, Signal. Been here since TextSecure. Too bad the team decided to kill the app, and were too egoistical to reverse course from oblivion.  A sad day for privacy and encryption. Which makes me think this was by design.","I've been here since TextSecure. It's a pity that the team decided to remove the app and were too selfish to reverse the course. It's a sad day for privacy and encryption, which leads me to believe this was purposely designed.",0,-1.345291479820628,-3,increase
192,Did you figure out a way to do this?,Let's work together to address this issue effectively.,0,-50.0,-18,increase
193,Such a pain in the butt! I'm surprised how hard this one is but I don't know any other tricks either. I guess we will all learn something...,"I'm surprised by how difficult this one is, but I'm not familiar with any other tricks either. I believe we'll all learn something from it...",0,-0.7142857142857143,-1,increase
194,"query       }     },     ""system"":{       ""maxBytes"":25769803776,       ""freeBytes"":25504795994,       ""queryMemoryReservations"":{         ""20161024_200108_28665_bwk4k"":37471845,         ""20161024_203321_32674_bwk4k"":188348592,         ""20161024_204622_33659_bwk4k"":24408766,         ""20161023_113231_60648_bwk4k"":11348640,           ""20161021_115023_90066_bwk4k"":3429939  // failed query       }     }   } ```","In the query, we can use ""system"":{ ""maxBytes"":25769803776, ""freeBytes"":25504795994, ""queryMemoryReservations"":{ ""20161024_200108_28665_bwk4k"":37471845, ""20161024_203321_32674_bwk4k"":188348592, ""20161024_204622_33659_bwk4k"":24408766, ""20161023_113231_60648_bwk4k"":11348640, ""20161021_115023_90066_bwk4k"":3429939 } failed query.",0,20.243902439024392,83,decrease
195,"Well, I suppose if we expect well-mannered users who do not hurl abuse at their devices, your suggestion of softening the ""You are offline"" language is pretty good. ""You seem to be offline"" maybe?","Well, I suppose if we expect well-mannered users who don't throw abuse at their devices, your suggestion of softening the language of ""You're offline"" is quite valid. Perhaps we should consider ""You seem to be offline"" instead of ""You seem to be offline""?",0,-30.102040816326532,-59,increase
196,"It was working before, why it just stop working today, BTW, if it is not allowed, where should I put this goog.module() function? Somewhere we run the code?","It used to work, so why is it stopped working today? Additionally, if it's not allowed, where should I place this goog.module() function? Is there a place we can run the code in?",0,-14.102564102564102,-22,increase
197,"Wow, that was damn fast. Thanks Moxie!  Am .06.2015, 20:15 Uhr, schrieb Moxie Marlinspike   notifications@github.com:  > Closed #3475. >  > --- >  > Reply to this email directly or view it on GitHub: > http","Wow, that was a quick fix. Thank you Moxie! I'm on.06.2015, 20:15 Uhr, schrieb Moxie Marlinspike notifications@github.com: > Closed #3475. > > --- > > > Reply to this email directly or view it on GitHub: > http",0,-1.9417475728155338,-4,increase
198,"Wonderful idea - I love codeium and (1) it is free for non-commercial use unlike Copilot, and (2) pretty darn good with R.","I find codeium to be a valuable addition to the team. It's free for non-commercial use, unlike Copilot, and can be improved with R. It's a great idea.",0,-22.950819672131146,-28,increase
199,someone help me?,Could someone please provide any assistance?,0,-175.0,-28,increase
200,"r, so it applies hell amount of defaults. This method also manipulates user's email and its username a lot.  - Manipulating Required Actions is another interesting topic - we have 3 cases in general. Leave them as is, add default ones and add default ones plus remove missing ones. That's just too complex. - Treating `Boolean` as a 3 values - ""yes"", ""no"", ""user hasn't provided it"" is a prescription for disaster. I've been hunting for a test, which disabled my user for a few hours (!!!). - We need to rebuil","It's quite complex to handle boolean as a set of three values, namely, ""yes,"" ""no,"" and ""user hasn't provided it. I've been working on a test that disabled my user for a few hours. We need to rebuild.",0,60.78431372549019,310,decrease
201,Those are bugs in your code. You're using undocumented methods in a way they're not intended to be used.,There are some bugs in your code that may be causing issues. Let's address them together.,0,14.423076923076922,15,decrease
202,damn. I branched away from the wrong branch for this PR... will create a new clean one,"Oops, I made a mistake. I've chosen the wrong branch for this PR. I'll create a cleaner one.",0,-6.976744186046512,-6,increase
203,QoL FTW!,I'm not a fan of this feature.,0,-275.0,-22,increase
204,Blame Google.,I'm not entirely convinced that the blame lies with Google.,0,-353.8461538461538,-46,increase
205,@user run elasticsearch-ci/bwc (wtf?),@user run elasticsearch-ci/bwc (what is the purpose?),0,-43.24324324324324,-16,increase
206,@user damn it 😆,"@user, it's frustrating to hear that.",0,-146.66666666666666,-22,increase
207,"goog.require doesn't require inserting script tags, take a look at the node bootstrap for closure library (for uncompiled code).","The goog.require function doesn't require inserting script tags. For closure library details, please refer to the node bootstrap for uncompiled code.",0,-16.40625,-21,increase
208,"I also have had this crash for quite a while. I use the Review Storage function a lot so this is very upsetting. I reported this bug to support@signal.org at least a month ago, possibly two. I also use the apk version from the website so perhaps that's a clue...? Whatever the case this needs fixed. It seems as though the newer the versions the more problems and crashes are introduced which take forever to be fixed... And convenient options are replaced with useless functions. It's getting to be a bit infu","I've also encountered this issue for quite some time. I use the Review Storage function extensively, which is quite concerning. I reported this bug to support@signal.org at least a month ago, possibly two. I also use the apk version from the website, so perhaps that's a clue. Regardless of the case, it seems like the newer versions introduce more problems and crashes that take forever to resolve. Additionally, convenient options are being replaced by useless functions. It's becoming a bit cumbersome to address this issue.",0,-3.3333333333333335,-17,increase
209,ibed in this issue,I made an error in this issue.,0,-66.66666666666666,-12,increase
210,@user @user Why did we allow this insane sub-subfolder hierarchy?,@user @user Why did we allow this sub-subfolder hierarchy to be quite complex?,0,-20.0,-13,increase
211,@user We shade for the runtime client which is generally the artifact that is most prone to jar hell. We could consider shading other jars.,"@user We tend to shade for the runtime client, which is generally the artifact most prone to jar issues. We could consider shading other jars as well.",0,-7.913669064748201,-11,increase
212,Jinx!,"Jinx, I'm sorry about that.",0,-440.00000000000006,-22,increase
213,I had no idea you could do that. What do you mean by conflicts?,I'm curious about the potential challenges you're facing.,0,9.523809523809524,6,decrease
214,I don't think we're going to fix this anytime soon.,Let's work together to address this issue effectively.,0,-5.88235294117647,-3,increase
215,"Theoretically this should reproduce it:  ``` FROM base/archlinux  WORKDIR /home  RUN pacman --noconfirm --noprogressbar -Syu RUN pacman --noconfirm --noprogressbar -S git gcc glibc bazel RUN git clone http rules_sass ```  But it doesn't. Which makes me think that my system is screwed in some way. Probably need to do a reinstall, because how can I figure out what's wrong now... :-D","Theoretically, this should reproduce it: FROM base/archlinux WORKDIR /home RUN pacman --noconfirm --noprogressbar -Syu RUN pacman --noconfirm --noprogressbar -S git gcc glibc bazel RUN git clone http rules_sass. However, it doesn't. This leads me to believe that my system is in a state of disrepair. It might be necessary to reinstall it, as I'm unsure what's wrong now. :-D",0,2.088772845953003,8,decrease
216,"51, #264, #393, #510, #925, #981, #992, #1032, #1034, #1055, #1095, #1101, #1116, #1213 (seems like a good idea), #1224  Note that everything I am recommending below is for old pending issues. This is NOT advice for a future triaging system.  In general, there is a dire need for team members to sort by 'oldest' and just say NO to a bunch of stuff. If it's not something at least ONE team member (or a frequent contributor) wants to add CURRENTLY, just say no. If someone needs to they can just open another i",It would be beneficial to address the remaining issues in this section without resorting to excessive labeling or excessive labeling. Let's ensure that all team members follow the recommended practices and avoid unnecessary labeling.,0,54.31372549019608,277,decrease
217,"@user The problem is that the circle is not wide enough for 3 digits / letters. It would be possible to resize it dynamically, but I think that would be too much code complexity (measuring text widths sucks) for a case that will happen like never. ;)","@user The problem is that the circle isn't wide enough for three digits/letters. It would be possible to resize it dynamically, but I believe that would be too much code complexity (measuring text widths is not ideal) for a case that will happen unprecedentedly. ;)",0,-6.0,-15,increase
218,): remove unused english strings refactor(app): remove unused portuguese strings refactor(app): remove unused valyrian strings ```    [conventional-commit-url]: http,): remove unused english strings refactor(app): remove unused portuguese strings refactor(app): remove unused valyrian strings ``` [conventional-commit-url]: http,0,1.8181818181818181,3,decrease
219,"       System.out.println(""NETTY WRITE MY DAMN PACKET ALREADY!!! "" + b.toString(Charsets.US_ASCII)  + "" /b: "" + ob.bytesBeforeUnwritable() + "" "" + ob.bytesBeforeWritable() + "" "" + ob.totalPendingWriteBytes()  which shows it's not a problem related to capacity/writable etc.","System.out.println(""NETTY WRITE MY DAMN PACKET ALREADY!!!"" + b.toString(Charsets.US_ASCII) + "" /b: "" + ob.bytesBeforeUnwritable() + "" + ob.bytesBeforeWritable() + "" "" + ob.totalPendingWriteBytes()), which indicates that this is not a problem related to capacity/writable, etc.",0,-1.098901098901099,-3,increase
220,"AFAIK, Android requires the assets folder to be in that location, so everyone can suffer. I'll let someone who actually uses the nasty Android SDK close this, if still true.","AFAIK, Android requires the assets folder to be located in that location, which can cause unintended consequences for everyone. If this is still the case, I'll let someone who actually uses the Android SDK close it if necessary.",0,-31.79190751445087,-55,increase
221,It's almost certainly a race condition as to whether you see it or not.,It's essential to consider the context and impact of this code.,0,11.267605633802818,8,decrease
222,om depending on one external service (their own DB mostly) to multiple.  Having a tech stack they know can handle this also allows them to outsource things they don't care about in a sane way.,They rely on one external service (mainly their own database) to handle multiple tasks. Having a tech stack that can handle this can also allow them to outsource things they don't care about in a sensible manner.,0,-10.416666666666668,-20,increase
223,"**[Abhijit Sarkar](https://jira.spring.io/secure/ViewProfile.jspa?name=asarkar)** commented  Chris, I created a test using Spring Test framework and autowired the `@Configuration` class in it. In turn, the intention was to test one of the Autowired properties in the `@Configuration` class for null. That would have been the test for this issue. However, the darn `@Configuration` class is not getting Autowired - Spring says it can't find a match. I tried my best but I am not sure if this is good enough for ","**[Abhijit Sarkar](https://jira.spring.io/secure/ViewProfile.jspa?name=asarkar) ** commented Chris. I created a test using the Spring Test framework and autowired the `@Configuration` class within it. In turn, the intention was to test one of the Autowired properties in the `@Configuration` class for null. That would have been the test for this issue. However, the `@Configuration` class is not getting Autowired. Spring claims it can't find a match. I tried my best, but I'm not sure if this is the best approach.",0,-1.1764705882352942,-6,increase
224,"OK, launch images do the trick and let our apps run in ""native"" resolution. What a stupid trick...  Fixed with the latest commit, should be available in the nightlies soon.","OK, let's use launch images to ensure our apps run in ""native"" resolution. It's a simple trick. The latest commit has been fixed and should be available in the nightlies shortly.",0,-3.488372093023256,-6,increase
