uncivil,civil,is_toxic,normalized_length_change,length_diff,change_direction
Still waiting on travis to run the tests to make sure I didn't break the world.,still waiting on travis to run the tests to make sure i didn ' t break the world .,0,-3.79746835443038,-3,increase
"Looking for a newer version than yours, which is available since 8 days, would be a smarter move than wasting an hour and make yourself an idiot on the internet like a Donald Trump fan. But hey, it's your choice.","looking for a newer version than yours , which is available since 8 days , would be a smarter move than wasting an hour and make yourself an instant celebrity on the internet like a donald trump fan . but hey , it ' s your choice .",0,-8.962264150943396,-19,increase
FWIW I was able to build on my Macbook Pro without this fix.,fwiw i was able to build on my macbook pro without this fix .,0,-1.6666666666666667,-1,increase
ass for this task. You're also completely right about JsonReader.,i am ready for this task . you ' re also completely right about jsonreader .,0,-16.923076923076923,-11,increase
" Pro a new texture atlas generated with libGDX Texture Atlas that doesn't have the `format` defined or other key properties, would it work? Probably not. And same problem occurs for current code that relies on the current format. Making important properties like `format` optional and not outputting them when value is default we are breaking backwards compatibility in some cases just to skip 1 line.  IMO having everything optional doesn't make it a good file especification, it makes life harder for 3rd par","pro a new texture atlas generated with libgdx texture atlas that doesn ' t have the ` format ` defined or other key properties , would it work ? probably not . and same problem occurs for current code that relies on the current format . making important properties like ` format ` optional and not outputting them when value is default we are breaking backwards compatibility in some cases just to skip 1 line . imo having everything optional doesn ' t make it a good file especification , it makes life harder for 3rd par",0,-2.3529411764705883,-12,increase
ontent.com/assets/174176/8005463/003bf1de-0b93-11e5-8da8-85017e5aca63.png) ![screenshot_2015-06-05-14-45-50](https://cloud.githubusercontent.com/assets/174176/8005465/072a6bf6-0b93-11e5-9fdc-4dd15d16308f.png) Resending always fails. ~~And clicking on the thumbnail preview opens a the image view but the picture is not there. Just black background.~~ Image view works – it just takes several seconds.  Log from 4.0.4: http Seems to be memory issues.,ontent . com / assets / 174176 / 8005463 / 003bf1de - 0b93 - 11e5 - 8da8 - 85017e5aca63 . png ) ! [ screenshot _ 2015 - 06 - 05 - 14 - 45 - 50 ] ( https : / / cloud . githubusercontent . com / assets / 174176 / 8005465 / 072a6bf6 - 0b93 - 11e5 - 9fdc - 4dd15d16308f . png ) resending always fails . ~ ~ and clicking on the thumbnail preview opens a the image view but the picture is not there . just black background . ~ ~ image view works – it just takes several seconds . log from 4 . 0 . 4 : http seems to be memory issues .,0,-17.37193763919822,-78,increase
"t nodes. That would kill the TOR network for most users and they could make the same argument - exit nodes are the weakest point in TOR and by cutting support they would be improving the network security and privacy. Except they would also cut down traffic to just those individuals that need the security and put a giant red flag on anyone using TOR.  If the goal is to build a communications platform that will allow users to gradually improve their privacy and security, one day at a time. If  the end goal ","t nodes . that would be available on the tor network for most users and they could make the same argument - exit nodes are the weak point in tor and by cutting support they would be improving the network security and privacy . except they would also cut down traffic to just those individuals that need the security and put a giant red flag on anyone using tor . if the goal is to build a communications platform that will allow users to gradually improve their privacy and security , one day at a time . if the end goal",0,-1.9607843137254901,-10,increase
"> Thank you for the time you've put in, but this code change doesn't do what you think it does, and has a lot of other potential behavior problems.   May you list these problems? I'm happy to learn and try and patch any possible problems.  > If you don't want to use Google Services, you should uninstall MicroG.  No one can do a full stallman, what you're doing here is essentially telling me to fuck off.","> thank you for the time you ' ve put in , but this code change doesn ' t do what you think it does , and has a lot of other potential behavior problems . may you list these problems ? i ' m happy to learn and try and patch any possible problems . > if you don ' t want to use google services , you should uninstall microg . no one can do a full stall , what you ' re doing here is essentially telling me to back you off .",0,-3.9408866995073892,-16,increase
"What a horrible step backwards.  I don't understand why, in 2015, you'd go from being able to specify a config file to specifying a directory that HAS to have a config file named a certain way.    This broke our deployment and is a ridiculous omission","what a terrible step backwards . i don ' t understand why , in 2015 , you ' d go from being able to specify a config file to specifying a directory that has to have a config file named a certain way . this broke our deployment and is a fictitious .",0,1.1952191235059761,3,decrease
"Ubuntu 20.04 system, updated R 4.3.0 today, RStudio told me that the current version of RStudio does not support R's graphics engine version 16 while drawing in Rstudio-2022.0.0.1-554. So I updated RStudio to the latest 2023.03.0 Build 386. Except for Chinese characters, there was no difference in other aspects of use experience. However, no matter in the console,.r file or R Markdown editor, all Chinese fonts changed into sans-serif fonts, which was really ugly. How to change the Chinese font to Noto Ser","ubuntu 20 . 04 system , updated r 4 . 3 . 0 today , rstudio told me that the current version of rstudio does not support r ' s graphics engine version 16 while drawing in rstudio - 2022 . 0 . 0 . 1 - 554 . so i updated rstudio to the latest 2023 . 03 . 0 build 386 . except for chinese characters , there was no difference in other aspects of use experience . however , no matter in the console , . r file or r markdown editor , all chinese fonts changed into sans - serif fonts , which was really ugly . how to change the chinese font to noto ser",0,-7.254901960784315,-37,increase
"**[Tim](https://jira.spring.io/secure/ViewProfile.jspa?name=sheesh-kebab)** commented  I second everyone on this thread -  this is an absolutely retarded issue that I also run into with SpringMVC from the get go. No self respecting, productive, and serious web framework these days requires developers to provide a preinstantiated nested object graph to populate on form submission (this is so 90's!). The work around with editors won't work in all situations and just adds to code clutter.  This problem has t","* * [ tim ] ( https : / / jira . spring . io / secure / viewprofile . jspa ? name = sheesh - kebab ) * * commented i second everyone on this thread - this is an absolutely very important rss issue that i also run into with springmvc from the get go . no self respecting , productive , and serious web framework these days requires developers to provide a preinstantiated nested object graph to populate on form submission ( this is so 90 ' s ! ) . the work around with editors won ' t work in all situations and just adds to code cl . this problem has t",0,-8.431372549019608,-43,increase
"As framework developer, sometimes Java migration is a little bit awful :/","as framework developer , sometimes java migration is a little bit bittorrent : /",0,-9.58904109589041,-7,increase
"ient just as much as it needs another crappy irc client, xmpp client, twitter client (oh hang on that's illegal now), etc, and I freely admit my (our) guilt in this.","ient just as much as it needs another client : an irc client , xmpp client , twitter client ( oh hang on that ' s illegal now ) , etc , and i freely admit my ( our ) guilt in this .",0,-9.696969696969697,-16,increase
"with which I can tell you with 99% certainty is currently used more outside of containers than inside of them. Because of that, we need to support many UNIX-like environments. Another option would be to split the script; one for ""standard"" deployments and one for containers, but that doesn't seem like an ideal solution  2) I would argue that while many systems are not entirely compliant with UNIX standards, many of them will adhere somewhat (how close they adhere is a whole other discussion). As far as st","with which i can tell you with 99 % certainty is currently used more outside of containers than inside of them . because of that , we need to support many unix - like environments . another option would be to split the script ; one for "" standard "" deployments and one for containers , but that doesn ' t seem like an ideal solution 2 ) i would argue that while many systems are not entirely compliant with unix standards , many of them will adhere somewhat ( how close they adhere is a whole other discussion ) . as far as st",0,-3.1372549019607843,-16,increase
"It's impossible to catch the error. SoundPool is supposed to return a specific value in case the error occurs, but it doesn't. Because nobody on the Android media framework team gives a single fuck anymore it seems. On Nov 19, 2014 12:27 AM, ""Ayk Papoyan"" notifications@github.com wrote:  > Just a last question. Are you saying that this is just happening to me, or > are you saying that it's actually impossible to catch that error? >  > Anyway thanks for answering every issue! >  > — > Reply to this email d","it ' s impossible to catch the error . soundpool is supposed to return a specific value in case the error occurs , but it doesn ' t . because nobody on the android media framework team gives a single error . not anymore it seems . on nov 19 , 2014 12 : 27 am , "" ayk papoyan "" notifications @ github . com wrote : > just a last question . are you saying that this is just happening to me , or > are you saying that it ' s actually impossible to catch that error ? > > anyway thanks for answering every issue ! > > — > reply to this email d",0,-5.686274509803922,-29,increase
Well. even the syntax highlighting in the SQL Editor is a nightmare in dark mode. ![08-03-_2021_11-25-59](https://user-images.githubusercontent.com/80254311/110310445-d9f60100-8002-11eb-8b3e-4010d8f9cb99.png),well . even the syntax highlighting in the sql editor is a nightmare in dark mode . ! [ 08 - 03 - _ 2021 _ 11 - 25 - 59 ] ( https : / / user - images . githubusercontent . com / 80254311 / 110310445 - d9f60100 - 8002 - 11eb - 8b3e - 4010d8f9cb99 . png ),0,-21.634615384615387,-45,increase
"@user  - I added the fortune test case with symfony php templates (slots, easier escaping etc.). Could you take a look if everything is idomatic for symfony 2 in the php templates (base.html.php, layout.html.php, fortunes.html.php)? I also included the raw php (meaning no nice helper like slots etc.). So one can not only show the benefits from twig on ""paper"": http but also that the performance is on par with something unusable like my shitty raw test.  ab -n 100 -c 10 results: twig: ~12 requests/sec. php","@ user - i added the fortune test case with symfony php templates ( slots , easier escaping etc . ) . could you take a look if everything is idomatic for symfony 2 in the php templates ( base . html . php , layout . html . php , fortunes . html . php ) ? i also included the raw php ( meaning no nice helper like slots etc . ) . so one can not only show the benefits from twig on "" paper "" : http but also that the performance is on par with something un like my . raw test . ab - n 100 - c 10 results : twig : ~ 12 requests / sec . php",0,-5.098039215686274,-26,increase
Yeah @user already seems to have set that up...so can we get notified without the widget please? 😁,. . . @ user already seems to have set that up . . . so can we get notified without the widget please ? [UNK],0,-11.224489795918368,-11,increase
"I don't see why we should mislabel files because people use crappy/old music apps. Instead, this could nudge them toward using updated music apps that _do_ recognise the `.opus` extension. Android 10 was released in _2019_. Any competent music app developer should have added support for it after that point.","i don ' t see why we should mislabel files because people use new music / old music apps . instead , this could nudge them toward using updated music apps that _ do _ recognise the ` . opus ` extension . android 10 was released in _ 2019 _ . any competent music app developer should have added support for it after that point .",0,-6.1688311688311686,-19,increase
"tributor that are necessarily infringed by their Contribution(s) alone or by combination of their Contribution(s) with the Work to which such Contribution(s) was submitted. > 3. Submission of Contributions. Unless You explicitly state otherwise, any Contribution intentionally submitted for inclusion in the Work by You to the Licensor shall be under the terms and conditions of this License, without any additional terms or conditions.  That pretty well covers it.  You are free to take the submission, or not","tributor that are necessarily in by their contribution ( s ) alone or by combination of their contribution ( s ) with the work to which such contribution ( s ) was submitted . > 3 . submission of contributions . unless you explicitly state otherwise , any contribution intentionally submitted for inclusion in the work by you to the licensor shall be under the terms and conditions of this license , without any additional terms or conditions . that pretty well covers it . you are free to take the submission , or not",0,-1.5686274509803921,-8,increase
"> I am just guessing but wouldn't in this case the 1st one in the classpath win? That means we can not guarantee that the pinned version is used. Let me know, I can try to proof this theory.  The Guava dependency in core is only a test dependency, and we have jar hell checks, I don't think this is the case.","> i am just guessing but wouldn ' t in this case the 1st one in the classpath win ? that means we can not guarantee that the pinned version is used . let me know , i can try to proof this theory . the guava dependency in core is only a test dependency , and we have jargonomoialized checks , i don ' t think this is the case .",0,-5.844155844155844,-18,increase
Completely forgot about the AnkiDroid data folder. Thank you for the reminder. My problem is solved. Something in the data folder must have gotten screwed up which prevented AnkiDroid from loading properly.  Uninstalled AnikDroid. Removed the AnikDroid data folder. Rebooted Installed AnkiDroid Started AnkiDroid. Worked like a charm again.  Logged in to the Anki server to sync my collections Everything is back at normal now.  Thank you for your help / helping me to help myself.,completely forgot about the ankidroid data folder . thank you for the reminder . my problem is solved . something in the data folder must have gotten messed - up which prevented ankidroid from loading properly . uninstalled anikdroid . removed the anikdroid data folder . rebooted installed ankidroid started ankidroid . worked like a charm again . logged in to the anki server to sync my collections everything is back at normal now . thank you for your help / helping me to help myself .,0,-1.6632016632016633,-8,increase
"> I'll bite:  sure... I'm immuned :)  > `SpawnShittyModules` is broken because it enforces no contract whatsoever, its the most worthless interface: the last fucking thing we need is 10-20 class instantiation mechanisms.  I don't know `SpawnShittyModules`... can't find it... but if you do, please go ahead and remove it (it sounds like...hmmm... a shitty class)  This issue however is about `SpawnModules` and its contract is as simple as ""a module that spawns other modules""... one could have named it `Compo","> i ' ll bite : sure . . . i ' m immuned : ) > ` spawnshittymodules ` is broken because it enforces no contract whatsoever , its the most worthless interface : the last , least valuable thing we need is 10 - 20 class instantiation mechanisms . i don ' t know ` spawnshittymodules ` . . . can ' t find it . . . but if you do , please go ahead and remove it ( it sounds like . . . hmmm . . . a stash class ) this issue however is about ` spawnmodules ` and its contract is as simple as "" a module that spawns other modules "" . . . one could have named it ` compo",0,-9.803921568627452,-50,increase
"fset = 4  // braceAdjustment = 2 if (foo)     // ident:0   {          // braces: +2       bar(); // ident:6 (+2 +4)       baz(); // ident:6 (+2 +4)   }          // braces: +2 else         // ident:0     bar();   // ident:4, no braces around ```  @user @user @user we need a new property to satisfy the Google style. What Google want is ""the left curly brace should be on the same line. When the left curly brace is on the next line, it should be indented.""  And this makes sense: for a regular code block it lo","fset = 4 / / braceadjustment = 2 if ( 1 + 4 ) / / ident : 0 { / / braces : + 2 bar ( ) ; / / ident : 6 ( + 2 + 4 ) baz ( ) ; / / ident : 6 ( + 2 + 4 ) } / / braces : + 2 else / / ident : 0 bar ( ) ; / / ident : 4 , no braces around ` ` ` @ user @ user @ user we need a new property to satisfy the google style . what google want is "" the left curly brace should be on the same line . when the left curly brace is on the next line , it should be indented . "" and this makes sense : for a regular code block it lo",0,-0.19607843137254902,-1,increase
"Hi kim!  Exactly!  The problem happens when i load video from URL,  because the user scroll the recycle and load the video.. or click to watch video in some intent process.. but from sdcard is OK.. but we not cache all videos before in cache and after play in exoplayer... we need to use the main exoplayer function  load video faster and playing while still loading..   And exoplayer is the best tool i see in this case.  But i dont know why this is happening.. how u said..  its happen with you too .. its ta","hi . . . ! exactly ! the problem happens when i load video from url , because the user scroll the recycle and loads the video . . or click to watch video in some intent process . . but from sdcard is ok . . but we not cache all videos before in cache and after play in exoplayer . . . we need to use the main exoplayer function load video faster and playing while still loading . . and exoplayer is the best tool i see in this case . but i don know why this is happening . . how u said . . its happen with you too . . its ta",0,-2.7450980392156863,-14,increase
"ution"" drives me crazy...  IMO it makes sense to raise exception just like Chrome do now, so that clients can handle it (in this case, by closing the fixed position header).","ution "" drives mezzameg "" . . . . imo it makes sense to raise exception just like chrome do now , so that clients can handle it ( in this case , by closing the fixed position header ) .",0,-6.9364161849710975,-12,increase
"please submit a coherent issue report and fill out the issue template. as-is, this just a long confusing rant.","please submit a coherent issue report and fill out the issue template . as - is , this just a long confusing run .",0,-3.6363636363636362,-4,increase
33418]]] 2020-07-14T22:21:29.574+02:00 DEBUG [SSLConnectionContext] wrap engine: sun.security.ssl.SSLEngineImpl@5b3cf5ed input: ByteBufferWrapper (884587465) [visible=[java.nio.HeapByteBuffer[pos=0 lim=0 cap=0]]] output: ByteBufferWrapper (1798893235) [visible=[java.nio.HeapByteBuffer[pos=0 lim=33418 cap=33418]]] 2020-07-14T22:21:29.574+02:00 DEBUG [SSLConnectionContext] wrap done engine: sun.security.ssl.SSLEngineImpl@5b3cf5ed result: Status = OK HandshakeStatus = NEED_WRAP bytesConsumed = 0 bytesProduce,33418 ] ] ] 2020 - 07 - 14t22 : 21 : 29 . 574 + 02 : 00 debug [ sslconnectioncontext ] wrap engine : sun . security . ssl . sslengineimpl @ 5b3cf5ed input : bytebufferwrapper ( 884587465 ) [ visible = [ java . nio . heapbytebuffer [ po = 0 lim = 0 cap = 0 ] ] ] output : bytebufferwrapper ( 1798893235 ) [ visible = [ java . nio . heapbytebuffer [ po = 0 lim = 33418 cap = 33418 ] ] ] 2020 - 07 - 14t22 : 21 : 29 . 574 + 02 : 00 debug [ sslconnectioncontext ] wrap done engine : sun . security . ssl . sslengineimpl @ 5b3cf5ed result : status = ok handshakestatus = need _ wrap bytesconsumed = 0 bytesproduce,0,-19.215686274509807,-98,increase
fs and would either be more or less than desired --> Probably Not?  3. Selenium restores previous `withLogFile()` behavior and adds support to sending the whole process to a log file with a second method of `withLogOutput()` that takes a File name --> Maybe?  4. User sets `withLogFile()` and `withLogLevel()` and accepts all logging the way it comes in --> Probably good enough for this use case?  5. User obtains logs the way they are theoretically intended to be accessed using: `LogEntries logs = driver.ma,fs and would either be more or less than desired - - > probably not ? 3 . selenium restores previous ` withlogfile ( ) ` behavior and adds support to sending the whole process to a log file with a second method of ` withlogoutput ( ) ` that takes a file name - - > maybe ? 4 . user sets ` withlogfile ( ) ` and ` withloglevel ( ) ` and accepts all logging the way it comes in - - > probably good enough for this use case ? 5 . user obtains logs the way they are theoretically intended to be accessed using : ` logentries logs = driver . . .,0,-5.88235294117647,-30,increase
">Privacy policy? Is that even relevant? The application is banned from the Play Store. The only people that can sue for damages is Google, not the EU.  The way you are speaking about privacy really doesn't align with anyone here, and you are further minimizing your chances of getting anything productive done by being rude.","> privacy policy ? is that even relevant ? the application is banned from the play store . the only people that can sue for damages is google , not the eu . the way you are speaking about privacy really doesn ' t align with anyone here , and you are further minimizing your chances of getting anything productive done by being rude .",0,-2.7777777777777777,-9,increase
Merci!,Merci!,0,0.0,0,no change
"FWIW... this code falls between the cracks. No one is truly comfortable reviewing it, which is why we went for something trivially easy to verify that ""it does no harm""","fwiw . . . this code falls between the cracks . no - one is really comfortable reviewing it , which is why we went for something . it is easy to verify that "" it does no harm """,0,-4.761904761904762,-8,increase
"clang-tidy review says ""All clean, LGTM! :+1:""","clang - tidy review says "" all clean , lgtm ! : + 1 : """,0,-19.565217391304348,-9,increase
Yes... 1.Start Command Prompt. 2.Navigate to the folder that holds your class files: C:\>cd \mywork 3.Set path to include JDK’s bin.  For example: C:\mywork> path c:\Program Files\Java\jdk1.7.0_25\bin%path% 4.Compile your class(es): C:\mywork> javac *.java 5.Create a manifest file and your jar file: C:\mywork> echo Main-Class: Craps >manifest.txt C:\mywork> jar cvfm Craps.jar manifest.txt *.class or C:\mywork> jar cvfe Craps.jar Craps *.class 6.Test your jar: C:\mywork> Craps.jar or C:\mywork> java -jar ,yes . . . 1 . start command prompt . 2 . navigate to the folder that holds your class files : c : \ > cd \ mywork 3 . set path to include jdk ’ s bin . for example : c : \ mywork > path c : \ program files \ java \ jdk1 . 7 . 0 _ 25 \ bin % path % 4 . compile your class ( es ) : c : \ mywork > javac * . java 5 . create a manifest file and your jar file : c : \ mywork > echo main - class : c : \ > manifest . txt c : \ mywork > jar cvfmrop . jar manifest . txt * . class or c : \ mywork > jar cvfeet cvfmrop . jar manifest cvfeet * . class 6 . test your jar : c : \ mywork > javac * . jar or c : \ mywork > java - jar,0,-21.611001964636543,-110,increase
The same issue please fix youtube harasses me with insulting personal ads.,the same issue please fix youtube hara me with insulting personal ads .,0,4.054054054054054,3,decrease
Maybe something special in denmark?,maybe something special in denmark ?,0,-2.857142857142857,-1,increase
"Ah yes, found it, if I say this, the run gets skipped (“121 passed, 1 skipped”)  ```kt @user fun ensureLayout() {     assumeFalse(resourceId in ignoredLayoutIds)     ... } ```  I'm not sure about changing to this since skipping inside a test feels wrong and makes the entire logic even more convoluted than it is. Ugh, so ugly. Where's the cute testing frameworks.","ah yes , found it , if i say this , the run gets skipped ( “ 121 passed , 1 skipped ” ) ` ` ` kt @ user fun ensurelayout ( ) { assumefalse ( resourceid in ignoredlayoutids ) . . . } ` ` ` i ' m not sure about changing to this since skipping inside a test feels wrong and makes the entire logic even more difficult multiply than it is . u , so ugly . where ' s the cute testing frameworks .",0,-6.868131868131869,-25,increase
"[Edit] Removed image, as I suck at GIMP. But seeing the other ticket, people obviously spent a lot of time thinking about it, so maybe it is intentional?","[ edit ] removed image , as i ' ve done at gi . but seeing the other ticket , people obviously spent a lot of time thinking about it , so maybe it is intentional ?",0,-6.535947712418301,-10,increase
"hought of this design? Unless Signal has a different agenda?  If it is indeed by design(since no-one here cares about this issue that has been opened more than a year ago) you mean you enjoy keeping millions of records of users' phone numbers in your databases, then you are no different from whatsapp or any other commercial messenger.  When i delete a contact off my phone, i expect it to be deleted period!  Signal or any other app has no right to keep any copy of contacts, let alone the ones the user dele","hought of this design ? unless signal has a different agenda ? if it is indeed by design ( since no - one here cares about this issue that has been opened more than a year ago ) you mean you enjoy keeping millions of records of users ' phone numbers in your databases , then you are no different from whatsapp or any other commercial messenger . when i delete a contact off my phone , i expect it to be deleted period ! signal or any other app has no right to keep any copy of contacts , let alone the ones the user dele",0,-1.9607843137254901,-10,increase
"@user @user Could you describe this issue a bit more? I've fixed active database switch in SQL editor (when ""Open separate connection"" option is on) and can't reproduce this problem anymore.  So maybe your problem is different.","@ user @ user could you please describe this issue a bit more ? i ' ve fixed active database switch in sql editor ( when "" open separate connection "" option is on ) and can ' t reproduce this problem anymore . so maybe your problem is different .",0,-8.370044052863436,-19,increase
"Had a shot at fixing this, let's see","had a shot at fixing this , let ' s see",0,-8.333333333333332,-3,increase
"Upload a test apk in the OP after you're done making changes, dudeman.","upload a test apk in the op after you ' re done making changes , dudeman .",0,-5.714285714285714,-4,increase
Damn optimizations! A small optimization causes zillion issues..,. . small optimizations ! a small optimization causes zillion problems . .,0,-15.625,-10,increase
"Hmm. I remember why I was asked to open this issue back then. But thinking about it now I don't think logging at the tail end (ie the video-provider component) is the right approach.  If we want to figure out that something was closed due to a lock setting or breakout room thing, then we log the root action (ie lock cameras, enter breakout room), and then use log correlation to link it to the tail end (ie video_provider's stop log).  About errors: screen sharing should have very well defined logs and erro","hmm . i remember why i was asked to open this issue back then . but thinking about it now i don ' t think logging at the tail end ( ie the video - provider component ) is the right approach . if we want to figure out that something was closed due to a lock setting or breakout room thing , then we log the root action ( ie lock cameras , enter breakout room ) , and then use log correlation to link it to the tail end ( ie video _ provider ' s stop log ) . about errors : screen sharing should have very well defined logs and erro",0,-3.9215686274509802,-20,increase
"of the same type. It needs to go solidly one way or the other (lexer or lexer+tree), the SimpleNode partial approach isn't acceptable. >  > I think the Viewer is dead code (just not yet removed), the Designer is what you should be using, and it's fully dynamic to support any AST producing Language. Which if you drop AST support becomes a non-issue. >  > The manual mods to generated code are unnecessary, this should all be automated via Ant scripts, per my prior comment. I can get his working if we make a ","of the same type . it needs to go solidly one way or the other ( lexer or lexer + tree ) , the simplenode partial approach isn ' t acceptable . > > i think the viewer is dead code ( just not yet removed ) , the designer is what you should be using , and it ' s fully dynamic to support any ast producing language . which if you drop ast support becomes a non - issue . > > the manual mods to generated code are unnecessary , this should all be automated via ant scripts , per my prior comment . i can get his working if we make a",0,-3.7254901960784315,-19,increase
" get in touch with the BBB core team and get their approval first. Can you establish a connection? Hitting them up from my side via mail or contact form á la ""hey guys, the package upgrading from China sucks, but I got the solution for you"" looks kind of dodgy in my opinion.  I also know some people of Nanjing university, but they are researchers, so I do not think this might be of great help here. But if BBB reach out to them through the official channels, establishing a cooperation with them should be s","get in touch with the bbb core team and get their approval first . can you establish a connection ? hitting them up from my side via mail or contact form a la "" hey guys , the package upgrading from china is very tedious , but i got the solution for you "" looks kind of dodgy in my opinion . i also know some people of nanjing university , but they are researchers , so i do not think this might be of great help here . but if bbb reach out to them through the official channels , establishing a cooperation with them should be s",0,-3.7254901960784315,-19,increase
4P05Uz> > . >,4P05Uz> > . >,0,0.0,0,no change
I think this is already going to be implemented with the new and planned way to distribute TextSecure out of play. Moxie talks about annoying the hell out of users until they upgrade here: #127 ,i think this is already going to be implemented with the new and planned way to distribute textsecure out of play . moxie talks about annoying the frustrations out of users until they upgrade here : # 127,0,-5.154639175257731,-10,increase
"> So, the issue is that you don't want to use Buffer#position(int) to set the position in the buffer where you want to copy to (which is how it is intended) and instead want to manually specify that position as argument of the method? Can you explain why using Buffer#position is an issue?  All right. Forget about the position/limit thing. Focus on the BufferUtils.copy method I quoted on my last comment.  That call computes the srcOffset in bytes directly, which is great, computes the numElements in btyes ","> so , the issue is that you don ' t want to use buffer # position ( int ) to set the position in the buffer where you want to copy to ( which is how it is intended ) and instead want to manually specify that position as argument of the method ? can you explain why using buffer # position is an issue ? all right . forget about the position / limit thing . focus on the bufferutils . copy method i quoted on my last comment . that call computes the srcoffset in bytes directly , which is great , computes the numelements in btyes",0,-3.9215686274509802,-20,increase
It doesn't like you put the warning codes in the tooltip.,it doesn ' t like you put the warning codes in the tooltip .,0,-5.263157894736842,-3,increase
:432) ~[elasticsearch-8.0.0-SNAPSHOT.jar:8.0.0-SNAPSHOT]         at org.elasticsearch.plugins.PluginsService.<init>(PluginsService.java:153) ~[elasticsearch-8.0.0-SNAPSHOT.jar:8.0.0-SNAPSHOT]         at org.elasticsearch.node.Node.<init>(Node.java:333) ~[elasticsearch-8.0.0-SNAPSHOT.jar:8.0.0-SNAPSHOT]         at org.elasticsearch.node.Node.<init>(Node.java:266) ~[elasticsearch-8.0.0-SNAPSHOT.jar:8.0.0-SNAPSHOT]         at org.elasticsearch.bootstrap.Bootstrap$5.<init>(Bootstrap.java:225) ~[elasticsearch-,: 432 ) ~ [ elasticsearch - 8 . 0 . 0 - snapshot . jar : 8 . 0 . 0 - snapshot ] at org . elasticsearch . plugins . pluginsservice . < init > ( pluginsservice . java : 153 ) ~ [ elasticsearch - 8 . 0 . 0 - snapshot . jar : 8 . 0 . 0 - snapshot ] at org . elasticsearch . node . node . < init > ( node . java : 333 ) ~ [ elasticsearch - 8 . 0 . 0 - snapshot . jar : 8 . 0 . 0 - snapshot ] at org . elasticsearch . node . node . < init > ( node . java : 266 ) ~ [ elasticsearch - 8 . 0 . 0 - snapshot . jar : 8 . 0 . 0 - snapshot ] at org . elasticsearch . bootstrap . bootstrap $ 5 . < init > ( bootstrap . java : 225 ) ~ [ elasticsearch -,0,-24.901960784313726,-127,increase
>  I don't really care about your personal fucking opinion > Yes users are absolute idiots  Can we please avoid such aggressivity and only discuss facts and technical arguments.,> i don ' t really care about your personal and professional opinion > yes users are absolute neuter can we please avoid such aggressivity and only discuss facts and technical arguments .,0,-5.649717514124294,-10,increase
@user for a fairly deep graph (say three levels contract/party/address to compensate for party being null and still be able to aggregate on any party field including address fields (say party country) will require producing super ugly json for _source replacing blank party with party object with null substitution and every object type within party with its own null object with its own null values etc. And then people using _source will have to deal with it all in their application. I do it now in few case,@ user for a fairly deep graph ( say three levels contract / party / address to compensate for party being null and still be able to aggregate on any party field including address fields ( say party country ) will require producing super . json for _ source replacing blank party with party object with null substitution and every object type within party with its own null object with its own null values etc . and then people using _ source will have to deal with it all in their application . i do it now in few case,0,-1.7647058823529411,-9,increase
I would never want to create a particle effect (or emitter) in code.,i would never want to create a particle effect ( or emitter ) in code .,0,-4.411764705882353,-3,increase
"11  pc 0004e123  /system/lib/libdvm.so (dvmCallJNIMethod(unsigned int const_, JValue_, Method const_, Thread*)+398)     #12  pc 00026fe0  /system/lib/libdvm.so  .... signal 6 (SIGABRT), code -6 (SI_TKILL), fault addr -------- Abort message: 'heap corruption detected by dlfree' backtrace:     #00  pc 00021f90  /system/lib/libc.so (tgkill+12)     #01  pc 00012fe1  /system/lib/libc.so (pthread_kill+48)     #02  pc 000131f5  /system/lib/libc.so (raise+10)     #03  pc 00011f2b  /system/lib/libc.so     #04  pc ","11 pc 0004e123 / system / lib / libdvm . so ( dvmcalljnimethod ( unsigned int const _ , jvalue _ , method const _ , thread * ) + 398 ) # 12 pc 00026fe0 / system / lib / libdvm . so . . . . signal 6 ( sigabrt ) , code - 6 ( si _ tkill ) , fault addr - - - - - - - - ab message : ' heap corruption detected by dlfree ' backtrace : # 00 pc 00021f90 / system / lib / libc . so ( tgkill + 12 ) # 01 pc 00012fe1 / system / lib / libc . so ( pthread _ tkill + 48 ) # 02 pc 000131f5 / system / sigkill / libc . so ( raise + 10 ) # 03 pc 00011f2b / system / libkill / libc . so # 04 pc",0,-12.941176470588237,-66,increase
This looks like a regression to me. I think the previous code did a much better job of communicating that Java sucks. The new variable names don't carry any meaning. Uncle Bob wouldn't approve.,this looks like a regression to me . i think the previous code did a much better job of communicating that java works . the new variable names don ' t carry any meaning . uncle bob wouldn ' t approve .,0,-4.145077720207254,-8,increase
Me neither.,i could do neither .,0,-81.81818181818183,-9,increase
NACK - the name of this crypto-currency is too similar to Bitcoin and might confuse users.,nack - the name of this crypt - currency is too similar to bit and might confuse users .,0,2.2222222222222223,2,decrease
"Sure! When's a good time? Btw I don't use skype, the linux version is buggy as hell. I'd rather use google hangouts or discord. May I send you a discord link? You wouldn't need an account","sure ! when ' s a good time ? btw i don ' t use skype , the linux version is bug as of late . i ' d rather use google hang or disco . may i send you a disco link ? you wouldn ' t need an account",0,-3.7433155080213902,-7,increase
hmpf. while writing tests I figured there are actually more cases to consider. will update soon...,hmpf . while writing tests i figured there are actually more cases to consider . will update soon . . .,0,-5.1020408163265305,-5,increase
