row_number,uncivil_tokens,T5,bart,condabert,count,diffudetox,gpt4,gpt35,madan,marco,marian,nllb,paradetox,paragedi,politebot
434,56,163,136,59,56,53,79,116,66,48,110,58,53,54,56
435,56,56,56,54,56,53,103,140,67,55,59,67,53,67,72
436,56,162,88,66,57,57,132,234,66,58,173,89,53,50,62
437,57,22,85,73,57,52,73,166,58,61,49,62,57,54,66
438,57,117,103,48,57,57,110,146,61,49,82,76,52,67,64
439,57,57,62,58,57,24,78,114,59,58,60,60,57,49,64
440,57,84,80,61,49,57,119,67,69,56,115,95,47,54,59
441,57,66,57,69,57,57,47,108,57,62,67,56,57,25,58
442,57,131,88,60,57,53,73,83,57,56,99,105,56,61,57
443,57,140,92,58,53,57,88,117,57,61,71,57,57,53,57
444,57,79,115,57,57,57,114,107,57,51,91,102,57,61,68
445,57,64,57,59,46,57,87,61,55,53,62,57,57,54,57
446,57,69,76,59,57,57,71,71,57,58,85,61,57,54,55
447,57,154,93,62,57,51,79,200,63,57,108,81,57,49,64
448,57,64,63,57,56,48,77,119,67,61,62,64,56,59,64
449,57,89,65,60,58,58,153,82,66,53,54,94,58,53,74
450,58,56,65,56,58,40,106,87,63,66,82,67,58,29,65
451,58,69,73,64,50,58,138,88,64,57,83,77,58,28,63
452,58,62,67,60,57,58,97,105,58,56,67,77,58,41,63
453,58,147,91,63,58,58,83,113,60,56,99,66,58,58,58
454,58,141,119,65,57,57,93,179,69,53,151,73,57,50,58
455,58,97,93,65,58,58,104,83,75,54,49,54,40,45,67
456,59,75,96,65,59,59,90,83,65,54,96,61,59,27,71
457,59,81,59,71,60,60,65,89,66,53,64,58,55,53,59
458,60,67,55,61,60,53,98,61,60,65,123,70,60,54,66
459,60,60,60,63,53,57,99,131,58,61,60,60,57,52,67
460,60,85,66,65,60,61,74,86,60,59,58,81,57,46,67
461,60,88,60,65,60,61,89,89,67,55,69,79,61,60,60
462,61,61,61,59,61,59,87,102,61,51,61,61,61,61,68
463,61,73,73,63,59,61,94,70,67,58,97,59,59,59,73
464,61,60,72,74,61,55,80,160,65,67,91,80,61,43,59
465,61,127,68,62,55,56,86,60,66,53,153,62,48,60,71
466,61,67,52,75,61,34,86,140,61,64,51,75,56,30,73
467,61,63,61,68,63,61,90,101,73,59,64,61,50,62,61
468,62,78,95,64,62,62,68,65,74,58,69,60,62,28,76
469,62,91,81,62,57,63,109,74,75,60,70,62,62,52,64
470,62,119,67,67,63,57,115,120,64,64,140,78,63,59,75
471,63,85,95,65,63,56,117,73,63,66,88,57,62,61,64
472,63,80,63,75,62,63,87,134,78,66,84,88,62,63,70
473,63,62,62,69,63,49,168,85,59,55,67,71,63,57,77
474,63,64,63,65,62,33,73,94,63,62,67,63,63,43,64
475,63,64,66,62,62,51,138,105,69,65,70,82,50,49,63
476,63,63,63,63,64,59,107,109,79,56,63,63,52,25,63
477,64,96,65,66,44,64,82,76,64,68,69,59,42,27,79
478,64,89,53,74,55,64,105,92,67,48,65,111,64,44,71
479,64,88,44,66,64,64,119,92,64,66,80,64,64,69,64
480,64,100,92,65,64,57,78,113,64,58,175,116,64,60,64
481,64,106,64,68,58,57,89,161,64,70,122,133,58,62,64
482,64,68,58,70,58,46,115,164,84,65,88,92,65,65,58
483,65,73,134,74,42,65,86,105,82,63,56,78,46,62,71
484,65,92,85,76,65,63,100,172,65,54,80,84,65,37,72
485,65,71,68,62,64,37,92,148,76,66,145,144,64,55,72
486,65,86,93,77,11,51,131,112,68,57,66,65,51,65,62
487,65,77,65,68,65,52,159,90,63,65,56,86,65,30,63
488,65,200,65,70,59,48,97,70,72,62,86,185,61,74,76
489,65,150,65,72,65,65,79,173,71,56,62,61,65,56,63
490,65,78,86,70,65,36,107,64,69,63,84,95,65,22,65
491,65,65,65,69,59,65,134,88,81,64,77,91,57,62,70
492,66,89,87,83,76,28,71,97,80,71,150,101,60,63,80
493,66,117,66,68,39,55,142,75,84,60,72,79,45,48,75
494,66,86,66,86,57,66,54,118,76,64,63,66,55,63,60
495,66,91,55,81,66,54,77,60,72,66,94,87,66,52,69
496,66,67,66,67,54,66,85,96,70,57,67,67,66,52,79
497,67,62,56,71,66,55,103,113,76,69,97,114,67,40,68
498,67,128,67,70,55,57,111,128,85,69,79,75,55,73,75
499,67,64,67,76,51,27,106,102,73,77,78,67,57,44,61
500,67,67,67,73,66,56,113,119,77,78,67,84,67,23,56
501,67,83,56,71,65,68,116,106,74,69,73,66,56,26,67
502,67,66,71,70,68,67,85,85,72,59,55,57,68,32,72
503,68,93,128,70,68,51,140,59,68,60,106,145,68,70,78
504,68,139,84,71,62,59,74,143,65,70,73,129,68,68,68
505,68,78,85,71,63,68,105,124,68,83,74,77,63,76,65
506,68,73,66,74,37,64,93,168,68,71,66,69,68,48,63
507,68,106,106,70,64,66,124,146,69,65,76,88,64,68,61
508,69,91,69,77,69,72,114,157,72,75,76,72,67,61,64
509,69,72,69,69,67,67,112,132,68,69,98,92,73,63,69
510,69,74,75,72,68,69,132,94,79,72,90,59,45,59,68
511,69,181,41,72,69,56,64,72,69,51,62,94,69,46,72
512,69,53,55,70,69,65,121,103,76,71,69,109,57,69,69
513,70,111,73,77,65,64,113,83,94,64,94,82,65,63,71
514,70,114,70,74,64,63,112,119,70,71,110,57,64,70,70
515,70,88,76,72,70,71,111,122,86,72,111,97,67,54,65
516,70,99,70,77,70,70,116,102,70,62,86,70,71,75,86
517,70,101,123,75,69,71,108,110,74,72,90,70,66,32,75
518,70,95,71,70,71,58,126,154,83,69,92,96,71,45,61
519,71,141,95,74,61,49,97,77,71,77,69,63,60,63,76
520,71,90,72,82,57,59,100,103,82,57,101,92,49,63,65
521,71,105,71,76,59,66,131,92,76,59,96,92,66,48,75
522,71,98,66,77,71,71,115,114,77,72,76,91,62,69,59
523,71,99,93,74,71,57,99,112,71,63,87,85,71,56,71
524,71,99,68,75,71,71,122,114,70,76,159,72,71,69,71
525,71,90,92,73,66,25,111,123,68,70,139,111,71,55,65
526,71,92,72,73,47,72,181,115,76,70,71,87,67,54,71
527,72,103,109,80,72,72,128,100,78,75,97,93,72,43,72
528,72,89,131,79,72,72,105,143,77,73,143,100,72,66,59
529,72,146,66,72,72,63,117,79,72,72,137,162,61,63,72
530,72,84,77,74,68,58,94,126,77,67,72,73,55,71,72
531,72,69,72,75,71,54,100,111,74,53,117,72,67,60,72
532,72,99,75,75,61,41,117,108,78,63,71,168,61,68,74
533,72,88,72,78,70,71,113,96,78,74,88,77,69,72,71
534,72,78,76,78,71,54,123,98,81,75,83,76,71,60,61
535,72,89,78,80,69,72,135,100,86,80,74,89,54,40,77
536,73,80,75,76,73,60,124,119,73,67,88,88,73,65,75
537,73,84,135,100,60,56,90,92,78,81,93,144,59,54,75
538,73,78,75,76,70,72,174,123,75,77,97,81,73,74,73
539,73,160,70,80,72,62,88,96,73,71,136,76,72,80,75
540,73,73,87,80,73,70,104,147,74,77,98,98,75,34,72
541,74,114,105,71,70,56,173,103,87,71,138,105,70,84,81
542,74,56,85,76,56,63,104,89,74,81,99,73,56,29,80
543,74,110,78,87,75,75,119,103,80,77,109,74,75,22,55
544,75,123,119,78,75,72,97,93,79,79,78,132,75,50,78
545,75,135,138,78,75,51,95,144,79,68,78,121,74,70,74
546,75,100,78,78,64,74,99,176,83,70,95,100,75,65,83
547,75,67,75,78,74,75,141,125,76,88,133,54,74,66,71
548,75,66,54,78,75,64,119,136,82,79,77,105,75,83,75
549,75,104,79,80,64,75,159,90,76,71,112,115,64,72,75
550,76,71,91,82,75,55,140,190,82,84,138,90,75,65,74
551,76,77,75,78,50,61,115,108,92,76,92,99,55,74,64
552,76,91,82,87,61,63,139,81,78,86,76,76,68,75,74
553,76,196,127,80,63,71,61,154,82,73,75,136,67,33,50
554,76,80,41,80,72,77,93,132,93,83,69,65,73,62,61
555,76,130,105,74,77,19,95,83,74,77,116,82,77,66,66
556,77,145,77,82,64,76,261,145,77,68,83,91,57,77,74
557,77,109,77,98,77,78,128,118,84,75,92,101,77,74,47
558,77,142,159,78,78,77,90,128,82,73,147,75,78,78,79
559,78,76,99,80,78,57,95,110,82,65,84,101,78,61,82
560,78,86,126,93,72,29,163,163,84,61,87,78,72,55,82
561,78,81,76,71,66,72,114,108,89,79,97,87,66,65,69
562,78,78,78,85,72,30,142,92,79,80,127,78,72,30,68
563,79,79,79,82,49,80,117,106,97,78,107,82,49,42,72
564,79,111,91,96,78,74,207,113,73,82,174,101,80,79,47
565,80,118,107,76,74,66,140,145,80,73,88,94,74,79,79
566,80,76,63,88,76,74,114,141,84,82,84,80,74,64,74
567,80,102,83,91,74,61,141,78,86,74,79,90,72,78,80
568,80,112,79,90,61,41,81,115,94,83,102,101,61,27,74
569,81,97,97,85,80,32,168,91,87,81,84,81,81,79,60
570,81,114,86,83,52,80,172,114,98,74,101,97,60,40,80
571,81,54,78,72,80,68,228,164,86,78,217,94,80,71,65
572,81,225,56,84,68,51,112,239,86,77,163,130,68,72,82
573,82,104,83,88,85,39,152,143,81,76,106,97,81,76,64
574,82,86,101,92,68,82,128,128,94,79,83,87,65,72,81
575,82,119,102,82,82,47,173,142,76,82,97,105,82,47,79
576,82,79,82,85,72,76,129,110,81,83,93,82,72,72,70
577,82,89,84,87,76,55,134,141,83,79,82,80,76,79,72
578,83,118,129,85,56,55,171,92,88,95,115,103,59,84,76
579,83,64,108,82,55,66,160,101,107,88,64,988,55,63,55
580,83,117,158,76,66,39,104,155,90,85,176,122,66,74,63
581,83,155,83,87,64,73,132,126,91,88,139,83,67,87,66
582,84,132,100,88,73,55,92,96,86,76,87,109,73,51,85
583,84,85,98,94,54,84,122,109,84,73,124,97,57,35,74
584,84,139,80,103,84,44,95,134,84,88,88,84,84,71,67
585,84,80,86,86,47,70,156,151,92,74,122,88,64,78,83
586,84,98,125,97,67,59,167,159,93,75,127,84,70,82,60
587,84,84,87,86,57,56,120,123,90,83,85,84,59,91,84
588,84,110,102,88,57,67,145,114,84,83,140,94,57,31,58
589,85,72,92,75,67,83,182,160,85,76,172,68,67,84,74
590,85,141,94,90,83,59,108,190,84,85,102,104,83,60,64
591,85,61,132,87,65,74,118,138,90,82,114,82,59,74,67
592,85,94,88,89,74,75,102,159,105,79,88,85,74,48,66
593,85,117,82,90,75,85,136,110,99,76,104,103,75,78,80
594,85,174,108,86,84,56,97,129,112,89,184,171,82,79,76
595,85,113,135,85,56,81,125,158,85,74,90,138,56,88,96
596,85,110,89,92,85,68,145,107,85,81,85,86,81,65,56
597,85,125,81,91,63,75,130,144,93,77,88,85,70,75,85
598,86,98,106,89,29,72,126,183,98,89,85,92,81,82,58
599,86,112,127,100,80,71,153,95,92,91,131,99,72,67,68
600,86,97,104,88,71,86,153,81,95,87,105,142,71,84,67
601,86,148,143,96,86,77,149,129,93,95,108,143,86,33,68
602,86,110,100,87,77,57,119,125,112,75,123,106,77,76,80
603,86,72,87,109,57,65,126,194,94,89,119,102,57,52,68
604,87,47,86,98,61,68,823,98,96,83,31,134,64,82,79
605,87,92,93,86,68,31,124,77,91,87,90,100,68,82,57
606,87,93,87,90,68,17,185,108,88,88,87,87,68,33,64
607,88,97,106,96,66,65,172,113,93,94,94,84,66,84,68
608,88,110,106,94,59,76,139,117,116,83,124,138,59,70,66
609,88,110,88,96,79,63,216,160,86,84,114,111,79,64,66
610,88,151,128,88,65,83,146,128,93,85,125,226,64,55,62
611,88,88,102,92,83,77,136,199,104,81,95,88,83,46,64
612,89,102,91,96,77,57,144,105,95,82,96,118,77,49,78
613,89,99,123,91,54,62,117,168,84,77,87,100,57,35,77
614,89,89,101,106,62,74,177,103,101,78,97,102,62,80,49
615,89,111,115,93,77,82,124,134,89,92,177,98,74,78,63
616,89,128,95,93,82,75,134,150,90,85,123,97,82,82,74
617,90,107,94,93,75,74,178,167,104,78,114,93,75,72,85
618,90,90,90,88,74,70,135,104,91,95,85,110,74,87,81
619,90,126,90,98,70,70,163,132,90,94,101,90,70,88,74
620,90,148,99,95,74,84,143,138,90,87,102,167,70,88,70
621,90,90,96,93,84,71,109,123,90,76,96,77,84,38,70
622,90,117,81,92,71,64,155,94,105,81,138,125,71,88,76
623,91,141,102,93,64,38,165,114,105,78,137,142,64,70,80
624,91,127,110,97,61,73,195,185,108,104,113,150,57,73,68
625,91,99,120,112,72,7,151,161,107,82,122,88,73,79,61
626,91,98,91,98,52,81,160,113,113,90,91,90,49,101,61
627,92,81,87,107,81,69,196,160,130,93,86,109,81,52,72
628,92,154,93,100,69,76,107,131,105,74,89,147,69,83,82
629,92,104,89,96,76,82,145,129,98,85,99,92,76,105,68
630,92,88,171,92,88,66,245,79,108,90,122,116,82,93,76
631,93,168,124,101,67,54,149,187,93,90,149,162,66,75,82
632,93,109,98,91,71,41,125,135,99,95,108,135,71,62,80
633,93,130,125,93,67,73,201,170,98,83,67,167,67,100,66
634,93,87,91,100,73,40,141,94,93,85,96,93,73,86,82
635,93,82,124,108,59,41,94,124,108,90,116,93,63,83,67
636,93,121,88,91,81,74,126,217,90,82,108,115,77,78,73
637,93,143,95,92,74,43,171,122,93,86,154,133,74,42,60
638,93,132,109,97,43,72,130,155,131,99,106,100,43,64,74
639,94,96,95,94,76,59,153,130,103,93,95,95,71,97,52
640,94,125,131,94,60,67,169,164,103,89,123,101,59,35,78
641,94,114,94,98,69,69,177,110,100,87,97,100,69,28,66
642,94,84,179,114,69,79,120,90,107,91,96,94,69,79,65
643,94,128,100,101,79,72,140,122,107,101,133,107,80,31,77
644,94,115,140,108,69,13,143,135,101,92,94,121,71,93,82
645,95,171,120,108,63,77,131,102,101,88,93,72,63,48,63
646,95,105,78,104,77,63,141,84,103,92,116,103,77,51,60
647,95,81,95,90,63,71,139,135,103,93,95,109,63,98,67
648,95,93,85,105,69,76,125,206,100,93,121,114,72,55,59
649,96,119,86,100,76,71,173,133,97,94,129,111,76,80,66
650,96,101,96,105,71,72,148,115,114,104,102,96,71,65,71
651,97,96,96,104,71,71,179,128,103,103,95,97,71,78,67
652,97,134,115,110,77,78,121,172,113,80,112,106,71,96,77
653,98,110,92,109,78,77,162,122,98,87,96,104,78,89,81
654,98,125,108,103,77,55,150,122,113,96,112,127,77,81,78
655,98,103,96,98,73,59,182,136,98,100,134,103,69,100,77
656,99,130,85,100,59,79,186,145,109,93,105,174,59,106,73
657,100,50,115,104,84,52,173,153,112,102,106,122,79,49,68
658,100,94,100,108,57,72,131,112,111,103,108,114,53,56,88
659,100,132,169,112,72,69,229,207,100,104,116,156,72,63,60
660,100,135,89,120,63,57,155,129,109,91,160,109,69,53,66
661,100,94,94,105,59,82,157,112,100,100,92,106,59,64,69
662,100,73,104,105,82,81,167,127,109,102,100,100,82,63,59
663,101,105,105,107,60,64,139,93,120,100,101,128,81,92,90
664,101,120,92,111,64,40,119,174,105,99,122,124,64,54,75
665,101,56,86,110,78,81,233,164,113,93,120,135,78,56,64
666,101,117,109,103,81,80,142,126,126,89,110,130,81,88,81
667,101,111,103,108,80,91,174,135,112,100,133,121,80,87,82
668,101,181,150,102,86,33,123,141,102,101,101,163,91,95,87
669,102,175,145,106,31,47,235,130,123,104,165,114,33,107,91
670,102,110,102,133,47,50,257,197,110,122,147,83,47,113,31
671,103,138,107,122,86,60,181,130,103,92,159,124,88,96,47
672,103,114,112,104,60,47,134,157,109,98,109,121,60,102,88
673,103,121,96,114,47,79,212,129,124,103,108,139,47,94,60
674,103,128,99,116,79,78,178,135,120,108,141,146,79,57,51
675,104,128,138,102,80,61,157,164,103,90,158,89,79,92,79
676,104,189,102,108,61,75,146,145,138,96,122,104,61,97,79
677,104,110,105,109,88,73,171,138,110,104,111,109,88,72,66
678,104,156,111,116,73,86,169,181,105,110,104,125,73,94,76
679,105,182,114,110,86,71,120,102,105,105,108,141,86,80,75
680,105,111,105,109,71,69,147,132,105,109,139,104,71,98,58
681,105,86,87,109,69,45,193,132,132,107,122,206,69,86,86
682,106,102,87,120,56,72,171,111,121,90,88,92,59,71,71
683,107,149,118,105,66,79,158,143,112,107,162,169,72,115,75
684,107,122,135,117,79,77,176,158,120,89,99,146,79,105,65
685,107,114,98,121,74,70,189,108,106,92,119,124,77,67,56
686,107,136,126,106,70,91,180,140,108,110,150,164,70,96,81
687,108,104,103,125,91,77,152,91,109,108,137,106,91,45,66
688,108,183,100,122,86,38,147,162,122,113,172,119,85,99,83
689,108,118,94,122,75,73,171,123,121,112,105,126,75,71,80
690,109,128,108,124,73,67,125,135,118,101,149,130,73,102,75
691,109,109,109,111,67,63,149,160,108,111,132,136,67,95,81
692,109,123,106,119,63,88,163,135,111,107,109,111,63,107,63
693,109,126,109,112,82,76,169,173,115,114,127,125,87,94,49
694,109,106,115,114,76,69,177,117,117,98,131,125,75,61,63
695,109,168,109,112,77,84,128,128,110,103,122,109,70,71,83
696,110,132,127,114,77,94,161,197,99,110,131,124,82,103,81
697,110,120,114,106,94,87,47,213,116,114,113,91,94,61,77
698,110,113,112,120,87,83,155,135,110,102,126,115,87,84,85
699,110,146,110,109,83,67,189,197,127,91,141,135,83,90,81
700,110,155,102,116,68,51,119,83,121,109,111,102,74,91,84
701,110,101,127,120,60,51,151,132,121,108,136,82,64,67,68
702,110,139,130,111,51,60,197,160,131,97,110,140,51,88,59
703,111,121,120,121,60,59,175,136,111,110,113,112,60,109,68
704,111,131,127,122,59,83,152,182,113,112,127,98,59,81,60
705,111,122,100,129,83,72,121,116,117,96,120,130,83,109,59
706,112,107,142,126,77,75,203,197,125,91,136,133,74,91,61
707,112,104,102,116,79,73,51,101,108,114,102,99,79,93,76
708,112,132,140,116,73,69,156,234,119,105,181,156,73,124,93
709,112,155,107,116,69,83,180,128,124,113,118,130,69,106,78
710,113,103,154,115,83,93,260,136,113,112,134,164,83,82,69
711,113,108,119,117,93,73,156,197,112,101,226,115,93,88,74
712,113,79,97,111,73,91,173,179,118,110,153,185,73,119,83
713,113,113,113,116,91,53,123,107,126,97,176,132,91,90,73
714,113,111,133,136,57,83,161,130,126,94,129,145,53,77,88
715,114,113,93,123,85,64,243,118,120,105,155,144,80,105,66
716,114,123,114,123,64,78,203,114,125,110,127,123,64,86,80
717,114,127,125,119,67,69,200,157,121,114,127,126,67,121,59
718,114,114,114,120,69,73,157,149,135,115,125,125,69,85,77
719,115,130,106,131,73,61,149,152,115,114,144,133,73,83,72
720,115,163,130,130,61,73,179,153,119,109,179,128,61,113,73
721,115,121,108,129,79,70,157,140,123,114,123,133,79,103,61
722,115,130,139,117,70,71,212,153,128,111,115,115,70,108,83
723,116,127,165,134,60,63,163,182,127,117,164,140,67,76,71
724,116,126,149,120,63,67,216,141,115,95,119,114,63,85,61
725,116,104,104,117,67,83,188,177,116,110,173,138,67,99,63
726,117,178,117,135,83,83,185,134,119,136,121,119,77,86,67
727,117,120,184,122,83,76,255,190,134,97,150,147,83,113,81
728,117,222,139,120,80,64,220,227,144,107,163,129,80,115,82
729,117,152,120,117,38,85,213,155,132,112,136,138,64,65,84
730,118,143,118,121,78,76,149,149,132,118,137,127,78,97,64
731,118,195,142,116,76,76,202,188,118,104,148,135,76,98,80
732,118,153,198,126,76,82,178,190,152,109,138,177,76,58,76
733,118,130,128,123,44,80,249,186,119,111,118,137,82,78,88
734,119,119,119,131,80,75,167,157,119,118,148,119,80,95,73
735,119,110,117,128,75,56,244,187,120,114,179,119,75,86,80
736,120,176,129,122,59,73,189,209,127,125,151,141,59,113,75
737,120,122,113,132,70,62,169,132,145,118,188,112,63,101,58
738,120,123,126,128,62,41,170,157,129,117,118,125,61,117,60
739,120,174,120,132,49,82,208,178,136,117,140,120,50,124,64
740,121,136,141,145,90,58,152,77,121,99,146,141,82,126,55
741,121,95,139,125,58,69,226,187,122,123,133,207,58,47,82
742,122,147,123,144,69,79,292,136,140,114,148,150,69,108,58
743,122,150,129,129,79,76,219,173,121,118,123,144,79,101,66
744,122,141,107,132,76,61,192,207,126,118,132,96,76,101,79
745,123,135,130,128,59,65,165,153,133,127,147,133,61,75,76
746,123,160,139,133,67,23,204,190,126,125,140,144,65,82,61
747,123,126,122,137,69,73,273,154,140,117,149,132,69,112,65
748,124,127,124,141,73,29,177,133,154,113,128,143,73,50,77
749,125,144,152,136,60,42,250,177,137,116,141,125,60,85,84
750,125,91,136,127,56,66,157,128,136,124,126,121,59,83,60
751,125,118,125,129,66,62,178,170,135,128,170,183,66,59,70
752,126,147,144,129,69,64,207,174,125,116,129,149,69,148,78
753,126,128,168,124,64,69,233,172,150,131,130,147,64,89,69
754,126,126,117,131,69,70,155,150,145,133,122,124,69,57,72
755,126,135,125,129,87,53,187,152,131,125,141,135,87,62,63
756,127,149,127,159,71,68,148,204,144,110,131,129,59,92,81
757,127,129,133,157,68,75,86,137,137,115,107,135,68,58,83
758,128,139,164,133,75,24,155,135,127,110,121,125,75,140,71
759,128,119,134,136,53,79,207,158,152,121,164,149,55,120,75
760,128,199,136,155,79,65,208,137,146,140,188,145,79,114,55
761,129,147,131,133,65,63,178,165,145,129,136,128,65,102,74
762,129,129,159,133,67,64,284,152,140,119,146,139,63,112,61
763,129,133,135,133,64,63,160,129,135,122,155,129,64,91,63
764,129,150,156,139,63,30,189,165,133,139,139,132,63,124,71
765,130,176,123,139,30,76,266,191,248,133,192,177,30,56,63
766,130,59,124,169,76,79,252,194,142,121,103,140,76,117,30
767,130,171,121,136,78,67,198,223,142,117,140,168,79,120,80
768,130,180,159,134,93,67,190,214,129,113,138,148,66,75,71
769,130,111,130,140,67,73,217,139,140,132,214,124,67,65,92
770,131,155,160,147,73,20,235,178,132,133,123,149,73,109,68
771,131,131,131,137,49,61,161,133,145,128,134,111,49,82,72
772,132,110,131,167,61,76,160,158,51,123,165,83,61,116,55
773,132,194,147,150,27,72,153,187,141,135,164,132,76,64,61
774,132,207,132,139,72,83,299,268,138,108,130,132,71,121,84
775,132,124,193,143,83,63,143,135,142,130,124,112,83,117,71
776,133,133,150,133,63,63,194,167,138,124,144,195,63,136,91
777,133,147,143,137,63,60,251,156,138,135,166,165,63,43,63
778,134,145,143,133,60,98,157,142,171,134,163,163,60,142,69
779,134,154,158,147,91,84,197,222,136,130,202,169,98,62,62
780,134,134,134,142,84,73,186,120,151,128,134,134,84,111,91
781,135,144,148,139,73,78,250,177,150,140,113,151,73,85,90
782,135,161,139,145,80,72,241,218,135,132,172,141,79,99,71
783,135,126,131,138,72,58,143,169,152,131,129,123,75,83,79
784,135,170,143,137,58,70,225,180,176,128,155,111,58,88,74
785,136,157,133,148,70,94,314,221,156,149,148,177,70,86,68
786,136,151,177,151,95,72,220,173,142,123,147,174,95,86,71
787,136,194,141,147,72,47,304,169,156,133,182,156,72,79,91
788,137,143,121,165,72,91,267,111,145,145,143,128,48,81,95
789,137,144,123,140,88,88,159,138,131,128,145,119,88,96,70
790,137,175,211,138,88,79,234,180,148,126,171,162,88,116,64
791,139,153,123,140,79,88,165,148,147,124,136,150,87,105,91
792,139,132,163,142,88,63,185,213,136,125,157,139,88,118,74
793,140,137,130,140,75,73,236,151,142,133,137,144,64,123,88
794,140,165,151,149,73,79,216,157,141,131,143,141,73,70,65
795,140,168,135,145,79,60,255,182,140,132,166,181,79,126,68
796,140,229,149,145,60,75,327,193,153,142,214,180,60,106,79
797,140,140,136,150,75,77,218,153,145,154,149,135,75,77,63
798,140,140,140,156,69,88,190,178,143,129,165,140,77,143,75
799,141,141,151,155,88,71,188,175,145,142,141,139,88,65,69
800,141,135,164,160,63,70,199,240,141,130,179,171,71,139,88
801,141,163,137,144,65,82,289,248,146,133,145,159,70,100,71
802,142,125,159,152,83,64,238,141,154,126,145,127,82,100,74
803,142,160,155,149,66,82,202,189,158,135,237,185,64,108,79
804,142,123,137,151,82,75,218,172,157,143,155,142,82,85,66
805,142,139,158,152,75,76,168,143,142,121,206,150,75,148,78
806,142,167,149,159,76,78,293,127,173,126,160,175,76,127,75
807,144,215,137,153,78,47,164,175,174,134,163,135,78,120,63
808,144,140,150,149,70,69,228,237,154,129,156,157,81,56,78
809,144,177,133,154,69,48,175,165,161,126,134,158,69,130,75
810,144,137,130,147,53,61,150,142,157,141,144,130,49,116,73
811,145,165,140,160,61,33,245,171,179,134,145,145,61,135,76
812,145,147,149,171,61,39,231,187,123,149,166,148,61,99,64
813,145,216,171,146,73,50,261,223,160,144,156,173,66,71,61
814,146,158,144,158,71,30,219,182,158,138,40,159,67,113,65
815,147,177,151,157,93,81,286,179,158,145,156,168,83,86,86
816,147,163,156,160,78,61,219,208,150,149,154,204,78,143,67
817,147,170,156,149,61,85,213,141,158,138,135,131,59,118,66
818,147,164,181,154,85,48,233,311,175,144,204,143,84,112,80
819,148,177,178,160,48,75,268,271,151,141,148,164,48,129,68
820,151,151,138,174,75,79,183,124,155,154,149,158,75,146,83
821,151,175,152,165,79,70,287,224,151,143,160,175,79,135,50
822,152,150,155,160,70,89,198,203,157,136,149,124,70,93,75
823,152,154,175,163,89,61,211,185,155,151,176,177,89,89,72
824,152,221,185,154,61,57,223,153,153,147,185,180,61,157,70
825,152,152,152,171,70,63,163,166,147,142,138,152,70,145,85
826,152,152,151,163,52,66,240,174,151,153,161,152,60,123,74
827,153,166,192,163,67,56,205,226,177,158,199,215,67,131,61
828,153,172,173,161,57,81,215,155,164,132,186,166,56,143,70
829,153,217,154,184,81,66,236,214,160,151,227,164,81,113,74
830,153,175,149,163,82,80,205,177,152,143,163,158,82,128,67
831,153,96,183,154,80,59,270,204,162,148,174,227,80,133,65
832,153,185,213,164,59,85,264,190,165,142,156,168,59,146,81
833,154,171,180,158,93,46,207,212,175,154,169,192,81,150,84
834,154,180,173,164,44,68,261,179,169,138,161,164,44,117,70
835,155,136,165,167,70,65,309,149,155,161,106,202,68,144,90
836,155,220,136,155,65,83,203,189,155,156,169,168,65,94,44
837,156,186,206,166,83,77,256,195,158,158,167,178,83,120,70
838,156,198,141,168,77,68,235,176,168,149,146,183,77,151,69
839,156,204,139,158,68,76,258,176,163,154,135,169,68,42,83
840,157,157,152,174,74,77,205,164,164,152,165,153,74,124,82
841,157,145,149,159,77,55,274,241,168,145,201,186,77,154,77
842,157,160,193,164,55,65,197,157,157,151,206,157,55,139,71
843,158,171,195,185,64,73,221,189,190,151,158,165,65,113,74
844,158,159,139,166,73,71,224,271,136,161,158,168,73,134,64
845,159,157,158,165,69,68,214,149,164,156,159,157,76,154,56
846,159,162,173,172,68,57,211,193,166,158,147,166,68,133,72
847,159,166,180,168,57,44,267,198,170,141,115,159,57,81,71
848,159,152,150,169,44,65,232,218,176,163,156,161,44,165,62
849,160,198,165,185,64,76,130,132,153,154,207,171,64,85,61
850,160,195,140,170,76,66,364,224,172,156,154,155,76,96,44
851,160,179,160,170,66,64,234,225,193,164,197,188,66,73,71
852,160,242,196,167,54,64,212,182,167,158,183,187,54,104,64
853,160,176,178,171,64,65,287,173,170,160,194,183,64,95,77
854,160,135,127,164,65,81,269,269,178,162,226,169,65,150,65
855,161,287,187,166,71,80,242,156,175,158,144,172,72,143,54
856,161,133,212,167,92,69,250,191,158,159,188,161,80,85,74
857,161,134,108,168,69,16,270,223,167,160,141,138,69,86,65
858,161,167,161,168,51,75,221,177,168,160,187,161,16,155,82
859,161,130,161,191,75,55,319,171,190,161,229,161,75,79,69
860,161,164,161,194,61,85,96,98,163,156,161,161,61,160,65
861,163,178,167,173,83,61,231,177,188,165,228,176,83,126,72
862,165,108,167,180,63,55,512,208,155,163,182,162,62,156,65
863,165,232,189,181,57,76,157,244,172,149,179,170,57,144,77
864,165,184,158,202,76,82,164,226,210,170,176,162,76,103,68
865,165,182,170,192,82,66,203,219,177,152,153,157,82,157,59
866,165,196,142,172,66,84,176,178,181,135,150,184,66,117,82
867,166,170,174,182,81,29,237,204,211,166,176,176,84,149,84
868,166,166,180,178,45,63,308,199,185,154,196,204,54,157,66
