,civil,prediction
548,"The iOS counterpart (TextSecure) uses the Apple Emoji set, since all iOS devices use it natively. So now that TextSecure for Android also uses the Apple Emoji set, the Emoji experience on both platforms is much more consistent, which reduces the risk of",0
549,"## Context I tried this night, due to the Signal Bug (you can't export/backup messages with DocumentsUI.apk from Google - which is a bad design... but maybe there's a deep design decision behind it) I tried all of the following steps",0
550,thank you for all your work!,0
551,"ahhh, I haven't seen it yet.",0
552,I didn't even look at it ,1
553,Or make sure the sample you report is only updating dependencies.,0
554,Is it just waiting?,0
555,"but how do I combine multiple ""term"" queries, so I can specify the name only once?",0
556,"is this only for Linux 64-bit? Looks like the build process may not have completed correctly on Linux and maybe something didn't update properly. I probably went wrong during the release process, and it will fix itself with the next release.",0
557,do you have an Android app on your device?,0
558,"from [badlogicgames] (https://code.google.com / u / badlogicgames /) on June 19, 2010 03:14:07 _ I'm well aware of the problem, but it is even more complicated.",0
559,we really need this!,0
560,"I've added one more commit, but there's a mistake in the process, so I'm messing things up here. Closing the pull request now will work on a better way of setting up the JRE Level and creating a new version later.",0
561,before passing to spring:url. Nasty and makes traditional URL parameters much more attractive than PathVariables.,1
562,do we have control over that?,0
563,code doesn't read comments :-). There's a good reason not to make this field local.,0
564,why do you think it's not needed?,0
565,"FYI, there's another related fix #8406 that was already merged.",0
566,"I'll ignore the last part of your comment, since I understand your frustration, but please note that aggressiveness doesn't solve anything;) Regarding the hang, I can reproduce if the source node does not respond.",0
567,because I can assure you that in our WOLRD WE RESPOND TO THE LEGAL ACTION.,0
568,"Maintainer note: Doing i18n sync *before* merging this, so that the string change does not mix with other translations (a Real String Review Accelerator.",0
569,I flushed: That was fast!,0
570,"I don't blame you, the first commit to my fork included dozens of binaries, and I didn't know how to reverse it, so I did a ""mvn clean"" and made a second commit almost immediately. But a direct merge would probably have put all that",0
571,I've been waiting for Travis to do a test.,0
572,"looking at a newer version, which is available for 8 days, would be a better move, as opposed to spending an hour on the Internet.",0
573,I was able to build on my Macbook Pro with no problem.,0
574,You'd also be right about JsonReader.,0
575,"a new texture atlas generated with libGDX Texture Atlas, which does not have defined ""format"" or other key properties, would work? Probably not. And the same problem occurs for current code that relies on the current format. By making important properties like ""format"" optional and",0
576,ontent.com/assets/174176 / 8005463 / 003bf1de-0b93-11e5-8da8-85017e5aca63.png)! (https://cloud.githubusercontent.com/asset,0
577,"if the goal is to build a communication platform that will allow users to gradually improve their privacy and security, one day at a time.",0
578,"thank you for the time you've put into it. But this code change doesn't do what you think it should, and has a lot of other potential problems. Can you list them? > If you don't want to use Google services, uninstall MicroG. No-one can do",0
579,"it'd be a terrible step backwards. I don't understand why, in 2015 we were able to specify a config file instead of specifying a directory with a config file named like that.",0
580,"Ubuntu 20.04 system, updated R4.3.0 today, RStudio told me that the latest version of RStudio does not support R's graphics engine version 16 while drawing in Rstudio-2022.0.0.1-554. So I updated RStudio to the",0
581,Tim](https://jira.spring.io / secure / ViewProfile.jspa?name=Sheesh-kebab)** commented I agree with everyone on this thread - this is an entirely delayed issue that I have also encountered with SpringM,0
582,"as a framework developer, sometimes the migration of Java can be very difficult:",0
583,"Just as much as it needs a better IRC client, xmpp client, twitter client (okay, that's illegal now), etc. and I freely admit our guilt in this.",0
584,"because of this, we need to support many UNIX-like environments. Another option would be to split the script; one for ""standard"" deployments and one for containers, but that doesn't seem like an ideal solution 2) I would argue that although many systems don't fully conform to UNI",0
585,"on Nov 19, 2014 12:27 AM, ""Ayk Papoyan"" notifications@github.com wrote: ""SoundPool is supposed to return a specific value in case the error occurs, but it doesn't."" Because nobody on the Android media framework team seems to",0
586,"well, even syntax highlighting in SQL Editor is a nightmare in dark mode! [08-03-_2021_11-25-59] (https://user-images.githubusercontent.com/80254311/110310445-d9f60100-800",1
587,"user - I added the fortune test case with php templates for Symfony 2 (slot, easier escaping etc.). Could you see if everything is identical to symfony 2 in php templates (base.html.php, layout.html.php",0
588,"yes, @user already seems to have set that up... so can we be notified without the widget?",0
589,"I don't see why we shouldn't mislead files when users use old/unusual music apps. Instead, it could nudge people to use updated music apps that recognize the extension "".opus"". Android 10 was released in 2019 and any good music app developer should add support",0
590,"> 3. Submission of Contributions. Unless You explicitly specify otherwise, any contribution deliberately submitted for inclusion in the work by you to the Licensor shall be subject to the terms and conditions of this License, without any additional terms or conditions. That pretty well covers it.",0
591,"I'm just guessing, but wouldn't the 1st in the classpath win? That means we can't guarantee that the pinned version will be used.",0
592,"I completely forgot about the AnkiDroid data folder. Thank you for the reminder. My problem was solved. Something in the Data folder must have gotten wrong, which prevented AnkiDroid from loading correctly.",0
593,"I won't bite: sure... I'll be immune ;) > ""SpawnShishModules"" is broken because it does not have a contract whatsoever, the only thing we need is 10-20 class instantiation mechanisms. But if you don't find it",0
594,- Fset = 4 // BraceAdjustment = 2 IF (fоo) // ident:0 + // braces: +2 bar(); // ident:6 (+2 +4) baz(); // ident:6 (+2 +4); // ident:,0
595,"the problem happens when I load video from a URL, since the user scrolls through the recycle process and loads the video... or clicks to watch video in some intent process... but we don't cache all of the videos before they go into cache and play in exoplayer... so we need to",0
596,"""Utility"" drives me crazy... IMO it makes sense to raise the exception, just like Chrome does now, so clients can handle it (in this case, by closing the fixed position header)",1
597,Please submit a clear issue report and fill out the template.,0
598,[visible=[java.nio.HeapByteBuffer[pos] lim=33418 cap=33418]] output: ByteBufferWrapper (1798893235) [visible=[java.nio.Hea,0
599,and would be more or less than desired --> Probably Not? 3. Selenium restores the previous behavior with LogFile() and adds support for sending the whole process to a log file with a second method of LogOutput() that takes a Filename --> Maybe,0
600,the application is banned from the Play Store. The only one that can sue for damages is Google - not the EU.,1
601,thanks!,0
602,"FWIW... this code falls through the cracks, and no one is really comfortable reviewing it. That's why we went for something trivial easy to verify that ""it does no harm.",1
603,"Clag-tidy review says: ""All clean, LGTM! :+1:",0
604,Yes... 1.Start Command Prompt. 2. Navigate to the folder containing the class files: C: > cd>mywork 3. Set the path to include the JDK bin. For example: C: > cd>mywork 5. Create manifest file and your jar,0
605,"I'd like to fix the same problem, please. Youtube has harassed me with personal ads.",0
606,maybe something special in Danmark?,0
607,"if I'd say that, the run is skipped (121 passed, 1 skipped) - kt @user fun ensureLayout() - assumeFalse(ResourceId in ignoredLayoutIds) - I'm not sure about changing",0
608,"edit] Removed image from GIMP. But seeing the other ticket... people clearly spent a lot of time considering it, so maybe it'll be intentional?",0
609,"Unless Signal has a different plan? If it's indeed by design (since no-one else here cares about the issue opened more than a year ago) that we keep millions of phone records in our databases, then we'll be no different than whatsapp or any other commercial messenger",0
610,"user @user Could you explain this issue a little more? I fixed the active database switch in SQL Editor (when ""Open separate connection"" option is enabled) and I don't see any problems.",0
611,"I had a chance to repair it, let's see.",0
612,"upload the test app in the OP, after you've done the changes, Dudeman.",0
613,a small optimization causes a lot of issues.,0
614,I remember why I was asked to open the issue back then. But when I think about it now I don't think logging at the tail end (ie video-provider component) should be the right approach. If we want to figure out that something has been closed from a lock set or,0
615,"it'll have to go the other way (lexer or lexer+tree), and the partial approach to SimpleNode is not acceptable. > I think the Viewer should be used as a designer, and it should be fully dynamic in support of any AST producing language. If",0
616,"I also know some people from Nanjing University but they're researchers, so I don't think it would be of great help establishing a relationship with them through official channels.",0
617,4P05Ub>,0
618,I think this will be implemented with a new planned way of spreading TextSecure out of play.,0
619,"so the problem is, if you don't want to use Buffer#position(int) to set the position in the buffer on which you want to copy (which is what it's intended to do) and you want to manually specify the position as argument of the method? Can you explain",0
620,it doesn't make sense to put the warning code in the tooltip.,0
621,432) [elasticsearch-8.0.0-SNAPSHOT.jar: 8.0-SNAPSHOT] at org.elasticsearch.plugins.PluginsService.init> (PluginsService.java: 153); [elasticsearch-8.0.0-,0
622,"I don't really care about my personal opinion > Yes users, they'll be absolute docs. Can we please avoid that aggression... and discuss facts and technical arguments only.",0
623,"User for a fairly deep graph (say three levels contract/party/address to compensate for the nullity of party and still be able to aggregate on any field of party including address fields (say party country) will need producing super-unusual JSON for _source, replacing",0
624,I would never want to create particle effects (or emitters) in code.,0
625,"11 pc 0004e123 / system / lib dvm.so (dvmCallJNIMethod(unsigned int const_, JValue_ and method const_, Thread*)+398) 1 2 ",0
626,it looks like a regression. I think the previous code did a better job of communicating that Java doesn't work. The new variable names don't have any meaning. Uncle Bob wouldn't agree.,0
627,"no, I didn't.",0
628,"the name of the crypto-currency sounds too similar to Bitcoin, which may confuse users.",0
629,I'd prefer to use google Hangouts or Discord. Can I send a discord link? You wouldn't need an account.,0
630,"while I was writing tests, I realised there were actually more cases to consider.",0
631,"I assume this is to bypass a Kerberos authenticator? If so, I don't prefer that approach as it delegates the issue to the application itself. So what about SSO?",0
632,"user I added yet another special case to the setting which annoys me, but I don't have any option. This has been wrong in the past and it'll be difficult to change for the future.",0
633,"Extends from above should be (or the following): - renamed if possible, - renamed if not possible/reasonable - suppression. - default check configuration should be modified to match the naming convention already existing in the project and any",0
634,"User, the first response was very condescending.",0
635,I wonder how it'll not work for me.,0
636,I've been waiting for the new release of Curator.,0
637,"user There's a difference between HTTP and the implementation of the server socket. The server socket is specific to the MCU; it can't be generic, as it depends not only on the MCU itself, but also on the chipboard.",0
638,I was thinking about this when trying to figure out how to merge query/filter: We have FixedBitSet.or/and and WAH8.intersect/union. Should we somehow push it to DocIdeSet?,0
639,"this is something I'd also like to have available when using Closure Compiler, in order to get the compiler to report an error if it attempts to create an abstract/base type. Abstract functions (i.e. class methods) are not concerned here.",0
640,the PR hasn't seen action for almost two months. I'd be happy to work on it.,0
641,"@user When playback is performed on an ExoPlay object in a Robolectric environment, does this cause a lot of messages to be sent to different handlers?",0
642,Ugh... there's a ChildCount() field on the inode directory which can change over time... I guess it could be an event that root cannot be cached otherwise test will fail.,1
643,"oh, we're here.",0
644,"I have an older libgdx jar and can't copy SpriteBatch, since TextureRegion.java has private member variables that my SpriteBatch-copy would need:",0
645,"more than a month, no reply.",0
646,e engine: sun.security.ssl.SSLEngineImpl@5b3cf5ed result = OK HandshakeStatus = Need_WRAP bytesConsumed = 0 bytesProduced = 0 input: BytesBu,0
647,"rator is easy to configure if (and only if) you want to configure everything. I see no possibility of not adding parameters but at the same time wanting to keep the generator usable. A generator is a complex problem hence the addition of parameters will make it more complex, but at least",0
648,"because there are spaces between wildcards & IDs. So ""1"" would match ""%id%"" but not ""11"", where id=1"". @user no because it'll be ""%something%"" (note the spaces) and since the first and last terms in",0
649,"thanks for that, but since this was the second source of error I didn't find, I went to http (to test the condition directly), but it wasn't 100% perfect.",0
650,"blic void () throws IOException - InMemoryXmlApplicationContext defaultContext = new InMemoryXmlApplicationContext(""); string computedXSDVersion=(); InMemory",0
651,I did not notice @user fixed it and @user pulled it in.,0
652,"I'll let it run for some time, see what happens.",0
653,"Fix, I'm sorry ",0
654,I have no idea why design would prefer the gray square.,0
655,"Selenium creates a TCP connection every time it does anything correct. If you run into an ephemical port exhaustion, then maybe you need to tune up the TCP/IP stack.",0
656,I'd like to explore an alternative fix that doesn't touch the Hot Code Path.,1
657,"that would at least allow us to get past some of the errors, which are often edge cases (another reason why people ""just don't clean up their data""",0
658,"as a workaround, I found that you can add the ""replace with regex"" extractor to the json extractor and use it to name the offsetting json key.",0
659,User Signal keeps running out of battery power.,0
660,I'm pretty sure that I fixed it in the end.,0
661,"it'd be unfathomable if this bug was reported 5 years ago, and is still there in late 2019.",0
662,that's the bad one I have to fix.,0
663,"> For data we could probably turn it on without a problem, as the connection to Google's push servers is encrypted and widely used. Then this feature would not be critical for push messages at all, since Google's servers will be considered trusted as long as only official builds are distributed through their Play",0
664,"finally, the tests have passed. I'll celebrate with a cold beer!",0
665,"I've agreed on all counts. - I'm only processing mobile notifications, so I don't have the time to click through, but silent changes are bad, and I often do hunch-wise commits",0
666,"I've already spent an hour trying to import my subscriptions, and almost (not quite) feel that it'd be better if we didn't have the ads.",0
667,"User Looking at the diff in the PR, there is something wrong. Things such as 'new String[] 'event.getFileName()' should not work because it looks ugly. What forced you to fix all of those files?",0
668,"most fiat payment methods available have daily limits, which would prevent Bisq users from trading at those volumes anyway. Why limit people when their method of payment has a higher limit?",0
669,Someone please take a look.,0
670,"or.java: 636 18:06:55.134 29682 29690 E Cursor : at java.lang.Thread.run (Thread.java: 784), also several of which I've been seeing before == 06-29 18:06:",0
671,"4329-b8d4-1232 ddec6d36.png) Also happened with the current Qt release I uninstalled to avoid it. Since I first posted the issue, I've wiped and rebuilt Windows and software on my machine once or twice, so while",0
672,"I've used SwiftKey on one device, Android on the other, and I don't know how to reproduce it in Gingerbread.",0
673,And then it starts to snow.,0
674,/** @user * / class Foo - Class Bar extends Foo - /** * @user 'function (new: Foo)' ctor * @user '!Foo' / function 'f(ctor),0
675,"in any case, it'll be necessary to think about this and manage (maybe multiple) JDK installations on your machine. But that doesn't have to do with the existence of a variable named ""JAVA_HOME""",0
676,CraSY Idiot - Reported by 'Pdxjeff1' on 2014 - 05-07 00 : 36:26,1
677,"Better and hopefully leave a reference for any newcomers out there, who stumble upon this by asking the exact same question.",0
678,I've messed up the merge. It should call flush(..) not discard(,0
679,"Looks like i've messed up the repo... I needed to delete the branch, will open the new pull request.",0
680,"hello @user, hopefully someone with more in depth knowledge of TypeScript can help us out. In npm, the package.json defines what the package needs and where consumers can find their code.",0
681,"user Darnell, it looks like you need to update this work on master (or merge) before it gets over the Rsyslog problem. If there'd be a way to do that in the next few days, it would be great!",0
682,looks like you were able to fix that on your own?,1
683,"Any Polish users will be using the app, and here in Poland we need unicode stripping unfortunately. All keyboard suggestions always use our non-ascii chars and it doesn't work:",0
684,erWrapper (1798893235) [visible=[Java.nio.HeapByteBuffer[pos] 6 lim=523 cap=33418]] output: ByteBufferWrapper (51988684),0
685,"0) at Android.content.pm.PackageParser.parser (PackageParser.java: 1054), at Android.content.pm.PackageParser.packageParser.callParser(PackageParser.java:",0
686,r.java:35) 10:39:02 at com.hazelcast.test.HazelcastParallelClassRunner$TestRunner.run (HazelcastParallelClassRunner.java:119) 10:39:02 at java.lang-,0
687,user > There is a design principle which requires that all classes around be treated as enemies. No friends at all. Class should not be damaged even if there is an unresolved problem. Immutable design is partly based on this principle.,0
688,looks like you already have a code.,1
689,"I had a dispute with him, so I could contact him via clearxchange email. He had a previous bug, so maybe that was wrong, but i am sure he'll help me with the debugging.",0
690,"marc Schipperheyn](https://jira.spring.io / secure / ViewProfile.jspa?name=Mschipperheyn)** commented Great to see this coming, I'm very stressed right now, so I won't have time to",0
691,"What I'm doing is that my class inherits from ESIntegTestCase, which in turn inherits from ESTestCase.",0
692,"Positive if it never happens again, and there's command line tooling that enforces it strictly.",0
693,"as @user says, please use the template when opening an issue. When you want to request new services, please request one per issue, and those issues should be opened in http (not) here. I don't know about the others, but Bichute was suggested and the team decided not to add",0
694,"I gave F-Droid a second try. Maybe Newpipe or F-Droid fixed the issue where the version of Newpipe in their store was not fully updated. They've released 20.1, 20.3, 20.4, 20.5 and 20.6 (the current version at the moment) since",0
695,"the value of benchmarks as a whole, since I doubt that many people will use > decision-making weight in > 0.1 to 0.5ms latency variances, but they should be placed in > 25ms, 100ms or 500ms latency variances and about > those",0
696,- Transport-native-epoll / src / main java / io / netty / channel / epoll / abstractEpollStreamChannel.java IDEA additional information: Subsystem:,0
697,"Use case: We use the ES 5.x client in Storm code, which contains log4j2 2.1 on the classpath of all Storm processes on the cluster. The ES client is not content with this version due to some new log4j2 API changes I guess so what are the options:",0
698,THEY ARE REALLY ANNOUNCING,0
699,"if you didn't waste any time, you'd get something more concise.",1
700,"there's no good error message, but we're working on it. _ **Check the date of MY message here**. Is the issue resolved yet?",0
701,can you create a unit test that reproduces the problem? OSGI's very complex. It would be much easier if you could provide us with a unit test that reproduces the problem.,0
702,"User seems to have already included docs in the PR, so I'd update the label ""doc-required"" to ""doc""",0
703,Ed: Updated as the syntax parser was hiding an ID (surrounded by ,0
704,"I've been back. Apparently nobody has done much in the past 1.5 months despite wear support being a popular requested feature. What about simply merging it while we can? At some point it will become one hell of a merge conflict, and no one wants to do that anymore.",1
705,a wild Lestat,1
706,I've been experimenting with a solution.,0
707,"I've been testing on a 4 core Azure VM. Thanks for catching the missing ""S"" - I'll fix it soon.",0
708,"it looks like they broke the integration quite well. It'll be fixed in 2017.1, but not for us since we have Android projects. Your workaround should be good and not too bad. We just need to test AS, eclipse and netbeans.",0
709,"here's the reproducer (sort of, not necessarily tomcat specific): http Note that the underscores in filenames are directory separators. When using GET http (served with tomcat's defaultServlet, important; call without cached version!",0
710,how can I handle this?,0
711,"sent to [ProtonMail] (https://protonmail.com) Secure Email. - Original message - On Monday, May 10, 2021 3:40 AM Cd2357***@***.***> wrote >***@***.*** (https://github.",0
712,"I feel the frustration here, however, ""Banging my head bloody"" is not a great way to start a bug report. In general, this sort of question would be better asked on [Stackoverflow] (http / Stackoverflow.com) before raising an",0
713,"One line at the settings, like the above approach, but feels more valuable for me.",0
714,"I've been looking at the recently added Dropwizard emitter to see what might be missing, e.g. number of running Threads, total number of threads, queued work etc.",0
715,"anything ""new SQL"" that contains named parameters such as 'NULL', 'ON' or other keywords can often cause problems to the parser. For example: 'NULL' is usually the value expression, but for 'JSON_ARRAy', it becomes something",0
716,"that's not spam. Useful for developers, maybe not. Useful for some users, maybe so. Let's assume they know what you've said, and we can unsubscribe from their notifications.",0
717,I didn't want to discourage you from improving this area. It's more about the approach that you took and how you can provide greater value if you conceal more complexity in the configuration of the channelpipeline.,0
718,"the direct access to the backing array is still useful in many places, as shown in my first post on that issue, even if the concrete type of the array is object[",0
719,"That's all, it's not going to be the opposite.",0
720,What's going on in the mes?,0
721,"silent Norton, quarantine things based on not having enough information about them.",0
722,it'd be epic.,1
723,Why doesn't everyone answer?,0
724,"User If you're happy with [quiet Python script] (https://gist.github.com/mikkolehtisalo)... it's ugly, and it's meant to be used with cron, and may cause a lot of spam, but",1
725,PR is on its way!,0
726,"user @user Anyone have seen any issues recently related to underscores VS dashes, as specified in this GH issue? @user Just a note that we don't test with ""hotrod-store"" and it's not recommended to use it. It probably doesn't work at",0
727,"@user, small dictionary size means that it'll be private by default (that's bad). If we want to increase dictionary size, we'd have to use a dynamic generation, but how would we make it resilient to heuristic?",0
728,'Patch diff --git /core / src / test / java / org / elasticsearch / bootstrap / bootstrap / bootstrap / bootstrap / bootstrap / bootstrap / bootstrap ,0
729,"http > P.S. may be issue should be created for problem [#8030 (comment)](https://github.com/checkstyle / checkstyle / pull / 8030#issuecomment-608999013) > Not very critical, but looks ugly to",1
730,I've never been able to see it again.,1
731,this is a very bad issue. Last chance to fix it: delete folder $HOM/.eclipse* (if that'll help... then put the folder back into.dbeaver - in case you saved it somewhere),0
732,I can't wait to see it on the app!,1
733,I made this statement on Google search results. I don't think trawling through GitHub will yield any relevant results. They may exist. I don't know.,0
734,"ip_prefix FROM (SELECT CAST(ip_address AS IPADDRESS) AS ip, IF(ct(ip_address AS IPADDRESS) BETWEEN '0.0.0.0' AND '255.",0
735,ap.main (Bootstrap.java: 272) at org.elasticsearch.bootstrap.Elasticsearch F.main (ElasticsearchF.java: 30) Caused by: java.security.AccessControlException:,0
736,"K for instrumentation, which connects to particular container implementations. This is primarily driven by timing accuracy, but has also ramifications for that sort of problem.",0
737,1 Please it's been months I've been in a state of disbelief.,0
738,"dContext, ""inMemoryXml""); assertThat (defaultXML).isEqual(versionedXML).with FailureMessage ('InMemoryXmlApplicationContext does not use the current XSD schema as",0
739,no one to help me on that?,0
740,"I recently filed an issue in the repository and in response, I got the following email from bbb's competitor. Do you know this company? I don't wish companies to email me with advertisements when I create github issues. Is it legal for them to do that?",0
741,"user Thanks, it'll be easier for both of us by sharing something more minimal. Neither Angular nor CORS should be required to reproduce the problem.",0
742,"User This is a known issue that's in progress at http The basic idea is that when the initial page load occurs in a plugin, the new app prefix will start loading web pages.",0
743,MESZ I TextSecurePreferences: Setting push enabled: false 2020-04-17 18:44:05.365 MESZ W PushChallengeRequest: Push challenge,0
744,"in the weeks between July's low of $30,000 and November's high, Bitcoin went up wildly. The future of cryptocurrency will certainly include more volatility, and experts say this is all normal.",0
745,"that's bad, and it adds a lot of confusion... I lost several hours of investigation.",0
746,"I'd suggest upgrading the JVM. Also, 512MB of Elasticsearch is very limited, especially with 300 indexes.",0
747,"well, I'm not sure how to write a test for that.",0
748,"User Would it make sense to release json-schema validator library with less dependencies? It would be possible to include com.damnhandy:handy-uri-templates (also joda-time), and maybe we could also use apach commons",1
749,"I honestly didn't realise I wound up, I'll stop sending in issues then, and wait for a fix, but it's terribly annoying that you can't search for anything at all.",1
750,"I would personally value this feature (SMS/MMS) for thousands of dollars, but at that rate, I don't think they'll ever see a penny.",0
751,"@user, would it make sense to: - add an option to ['SendRequest()'](https://github.com/SeleniumHQ/selenium/blob/master/javascript/node/selenium-webdrive",0
752,it'll be a feature. Grid lines in dark themes.,0
753,(https://user-images.githubusercontent.com / 158619 / 9933435-Aa2e5480-04ca-11eb-9a01-ce9e0e51243b.png),0
754,"since Android ships with the content provider for internal storage/externel storage, there should always be a provider.",0
755,"in Internet slang, a Terrorism is a person who creates discord on the Internet, whether it starts arguments or upsets someone [1], when he posts inflammatory [2]. Extraneous or off-topic messages in an online community (such as news groups",1
756,"yes, the wording was bad, it'll change soon (#3276) Following up on the above post: Setting keys per ID as mentioned earlier turned out to be very difficult.",0
757,"and reporting all of that, but I'm rather positive RedPhone could use some work on that end. 5. Our **own distribution channel** out of Play and GCM free *web sockets* for the client, as nobody is really working on that atm.",0
758,"no, except for you.",1
759,"on test-servers this works well in combination with Filebeat and the Elasticsearch module, since we don't have much traffic there - BUT on our current productive System Filebeat can't keep up with the mass of audit logs that Elasticsearch is writing. Our ELK then was",0
760,"Ha, ha... The bot has crossed the wires.",1
761,"User Sorry for the time it took to create these tests. I tried to reuse 'AmazonS3Fixture', but it has evolved in a monster that can't be easily reused in the context of this PR. The broken pipe/connection drop use case is not tested,",0
762,"user Can this be closed in the latest version of urllib3? Unfortunately, I don't have any means to test it currently, but if you think it'll be resolved please let me know.",0
763,"[Host Controller"" at org.xnio.ChannelListeners.invokeChannelListeners.java:92] [Host Controller] at org.xnio.conduits.readReady$ChannelListeners",0
764,Are you on a wifi or mobile data connection?,0
765,"we can't just wait until Google releases a new SDK version for you guys at Roboletric, to change the hard-coded number.",1
766,that was fast!,0
767,"I apologize once again for allowing them to intrude, and I'll try not to allow that to happen again. Given my experience, I don't blame you for wanting to contribute.",0
768,"it's a sad day for me, 2 days ago... when the theoretical biochemisty mechanism discussion is put on YouTube.",0
769,Represent exactly what behavior we should expect across various API levels/decoder implementations.,0
770,I'd love to see it.,0
771,I think we'd prefer to stick with Android norms.,0
772,"user First, thanks for trying to get K-9 Mail working with PGP/MIME encrypted/signed messages! However, I don't think this is the right approach. This pull request doesn't address the core issue that prevents us from using a reliable PGP/MIME support. It",0
773,"I strongly recommend that you mention Acoustic Echo Cancellation in the Wiki or docs. Reason: No, no matter how good the algorithm in Flash may be... it cannot beat a session where there is no acoustic echo in the first place.",0
774,"1) This page is UGY, please make it look good, please read it by yourself. If that is not convenient to read, redo the sentence.",0
775,"User I don't think using ""final String topic = topicName;"" is a good idea. IIRD sink can use multiple input topics (via ""--inputs"") and we would want to route them to appropriate destinations.",0
776,I'd also like to add that there's no need to spend too much time on the current code.,0
777,"user wrote: > We actually have a case where Whitespace only runs checks (when we switch from ES6 to ES3/5), so it'd be reasonable to just run checks unconditionally, and add that to the beginning of getChecks in DefaultPassConfig. (for http",0
778,maker tx did not end up in deposit tx and was used to fund another maker or taker fee tx. http Taker fee tx leads to deposit tx: http Can I check with the traders if they've received the BTC as expected?,0
779,"hardware: Your CPU core is newer with a higher base speed, so it can send more instructions per core. The 40 (40 + 40 HT) core server they have used is a multi-sock system and the multi-sock also introduces latency in inner communication. Add to",0
780,"3-21 09:36:08,139 INFO [org.infinispan.CONTAINER] (keycloak-cache-init) ISPN000128: Infinispan version: Triskaidekaphobia 13.0.5.Final 2022-03-21 09",0
781,"in fact, I think Elasticsearch has done a good job of staying ahead of the curve. We made the decision to base Elasticsearch 8.0 on Java 17 shortly after it went GA and we have [open PR] (https://github.com/elasticsearch/pull",0
782,what happens if you run under Powershell?,1
783,"HTTP tunnels are an obvious and terrible security problem. Taking into account that MySQL User Passwords are often not very secure, never change, etc. You can always hide the script by using random chars in the path and no-one else will know the path. And you still need to know",0
784,"I think if we go with that and don't implement batch operations (at least delete), there will be more frustration with the design, though, as it'll have an effect on perceptions.",0
785,Can't believe that.,1
786,it could be an Android device.,0
787,it could be something to do with the connection. You should try another network first.,0
788,that's the only thing holding up the Wazuh dashboard.,0
789,'Aggs': 'adverseFinancial': 'filter': 'term': 'Aplications.CheckItems.CheckTypeHierarchy': 'AdverseFinancialcheck': 'BackTo,0
790,"ansformer implementation=""org.apache.maven.plugins.shade.resource.ManifestResourceTransformer""> ""mainClass"" > ""org.elasticsearch.demo.workshop.injector.runner.Generate""",0
791,User > Checks if particular classes or interfaces are never used in type parameters. http Check does not simply type parameters.,0
792,"I've barely used the app since that bad mini player was introduced. Because of the problem described here, and also because I don't want to use the mini player at all. - Like the app used to be in its golden days.",0
793,"ike ""master.cf"" as to which options apply on which open ports. > Oh and I also host a webmail solution in the event... ;-) -- Senting from my Android device with K-9 Mail.",0
794,"user Thanks, now I'm working on it.",0
795,could you please create a PR instead of a Gerrit code review?,0
796,best cure for hangovers!,0
797,they're not a POM artifact.,0
798,"editing the filter on a valid query becomes invalid hides the filter panel, and I believe this is NOT the expected behavior: http There's no way to stop the automatic refresh if database errors occur during the refresh (simulated by dropping the selected table): http Can we gray-out the filter panel",0
799,"congratulations, now we have renamed (shaded) the Ant files in the output, so that you won't see why the file size grows to infinity from dependency.",0
800,please fix it. It's a very frustrating bug.,0
801,"FYI, the changes will probably require a clean-up of code internally; and if the cleaning required becomes large, the PR could be reversed.",0
802,"Is there a workaround? Or should I simply downgrade to 1.5.2? We consider this issue very serious. As soon as I have the necessary review from the team members, I intend to release 1.5.4 with a fix. I hope to do that this week. In the meantime, you can",0
803,ed in comment #4678 (because simply forcing the sync of the signal account or updating contacts from within Signal was clearly not doing a good job),0
804,"2) Refactor all use of static methods by instantiating empty ""MapperService"" and calling the instance method, which in turn calls the static method internally. In this case we can rename the static method (which is then called only inside the ""MapperService"" body), as well as to",0
805,did anyone eventually write a blog post?,1
806,"find someone, or multiple people, who can hack on NP Legacy. You'll meet with delight and wishes not only from the entire team and the KitKate user base, but also from Jellybean users.",0
807,java.lang.SecurityManager.checkPermission(SecurityManager.java: 549) at java.lang.SecurityManager.checkRead(SecurityManager.java:888),0
808,"Ldschirmfoto 2022-01-25 um 10 27 59"" src=""http://user-images.githubusercontent.com/150950991-05019e52-2ff9-437e-460da64dec2f.png""> All",0
809,"user > We actually need 'AdditionalQueryString' for dashboard message tables. > They have their own query string plus the optional field specified at the top of the dashboard (""global override""). > I'm not happy with having that in 'MessagesRequest'",0
810,nnect(EndpointImpl.java:599) [Host Controller] at org.jboss.remote3.EndpointImpl.Connect (EndpointImpl.java:561) [Host Controller] at org.,0
811,"could you take a look at the profiler to see where time is spent, and are you sure that there's enough memory? If not enough memory will slow down the system.",0
812,I'm glad you solved the issue.,0
813,"r SuppressWarnings and update suppression file. 2) Changes to Input*******.java files are not expected; they should remain unchanged as input files of UTs, and should remain the same as it is.",0
814,I thought I'd changed my mind as you asked.,0
815,"(https://cloud.github usercontent.com / assets / 1623101 / 7333762 / 8d761ad0-eb49-11e4-9aec-32a218542675.png) This should be an easy fix,",0
816,"without a look at the code and understanding what you're doing, it's impossible for me to suggest anything.",1
817,"Clag-tidy review says: ""All clean, LGTM! :+1:",0
