uncivil,civil,Sentence_similarity
Ugh wrong target...closing,"Oops, I made a mistake on the target. I'll close it promptly.",0.2622950819672131
🍿 Who gives a shit about being taken serious? MISSION ACCOMPLISHED,It's important to address the concerns about taking the initiative serious? It's important to address this issue and address the concerns effectively.,0.20666666666666667
Glad to hear you solved it.,I'm glad to hear that you resolve this issue.,0.5333333333333333
al time: 00:31 Total time: 00:24 Total time: 00:19 Total time: 00:55 Total time: 00:20 Total time: 00:09 Total time: 01:38 min Total time: 00:17 Total time: 00:47 Total time: 01:01 min Total time: 01:45 min Total time: 00:40 Total time: 01:20 min Total time: 00:17 Total time: 03:41 min ````  The longest running job is 5 minutes instead of 19 minutes. Second longest job is 4 minutes instead of 10 minutes.,me: 00:31 Total time: 00:24 Total time: 00:55 Total time: 00:55 Total time: 00:09 Total time: 01:38 Total time: 01:17 Total time: 00:47 Total time: 01:0101 min Total time: 01:0145 min Total time: 00:40 Total time: 01:01:01: min Total time: 00:17 Total time: 06:41 min ``` The longer run job is of 5 minutes instead of 19 minutes. The second longer job is of 4 minutes instead of 10 minutes.,0.8501228501228502
This is literally diabolic. I lost half a day and a piece of life trying to understand why the UI (with F12 enabled) was returning success but the user attributes never got saved.,"his is a challenging situation. I lost some time trying to understand why the UI (with F12 enabled) was returning success, but the user attributes haven't been saved.",0.6927374301675977
👍   @user do you mind filling out the CLA here? http,"@user, would it be possible to fill the CLA here? Here's the link to the discussion: [link]",0.27472527472527475
LGTM. It'd be nice to have a test for this because it looks finicky but I can see that that same finicky nature makes it hard to test.,"It would be beneficial to have a test for this implementation because it looks fineicky, but I understand that the same fineicky nature makes it difficult to test.",0.6687116564417178
"nd `ANNOTATION_ARRAY_INIT` to default tokens list. ( If that is OK )  This check works for whitespaceAround both `{` and `}`, just add this to config.xml file  `<property name=""tokens"" value=""ARRAY_INIT,RCURLY""/>`   I have mentioned the full configuration above.","`ANNOTATION_ARRAY_INIT` to default tokens list. ( If it's acceptable, this check works for whitespaceA around both config.xml file `<property name=""tokens"" value=""ARRAY_INIT,RCURLY""/>. I've mentioned the entire configuration above.",0.7595419847328244
oh god how do changelogs work now,"Oh, no! How do changelogs work now?",0.8285714285714285
sLoader.loadClass(ClassLoaders.java:188) 14:16:04                 at java.base/java.lang.ClassLoader.loadClass(ClassLoader.java:520) 14:16:04                 ... 35 more ```,sLoader.loadClass( ClassLoaders.java:8) 14:04 at java.base/java.lang. ClassLoader.loadClass( ClassLoader.java:2015 14:04...35 more ``,0.7167630057803468
"Yeah - this mostly sucks, you're right - the root cause is that sync has to reset the database when done (I verified that when I started to trying to crash-proof this area), which means that really it should have exclusive database access while working. Even small touches (like reviews) while syncing might be rolled back. I suppose the proper course is really to open an issue that captures that idea - I'm list-based so if I don't log it I'll forget pretty quickly","Yeah, this situation is mostly frustrating. You're right. The root cause is that sync needs to reset the database when done. I verified that when I started to attempt to crash-proof this area, that means it should have unique database access while working. Even small touchs (like reviews) while syncing might be roll back. I suppose the appropriate course is to raise an issue that captures that idea. I'm list-based so if I don't log it, I'll forget quickly if I'm not log it.",0.7635983263598326
"Ugh. Scratch that? I upgraded the container to the version above and it worked. I rebuilt the container from scratch with that version, and it doesn't work. Sorry for the indeterminate info.  Update: the magic smoke I was missing was `export USER=user` (where `user` is the user it runs as).","Ugh, I'm Scratch that? I improved the container to the version above, and it worked. I improved the container from scratch with that version, and it doesn't work. I apologize for the indeterminate info. Update: The magic shadow I was missing was ` export USER=user` ( Where user is the user it runs as).",0.8646864686468647
It's best to not force push over your commits once your PR has been opened.,Let's strive for open communication and collaboration effective communication.,0.20512820512820518
"Andy, we should have a master build with Java7 - Let me know if you need some help to set that up on CI (I can do it as well).  And Dave just reminded me the Java8 API usage. Crap :(","It would be beneficial to have a master build with Java 7 to ensure you may need some assistance to set the issue on CI. Additionally, it's important to remember that the Java8 API usage is not ideal. Let me know if you have any assistance to set it on the CI.",0.3846153846153846
The difference can be spotted with your naked eye.,Let's ensure the difference between each person's person's involvement.,0.323943661971831
@user Did you get a chance to read my answer and try?,@user Have you had the chance to read my answer and try?,0.8214285714285714
"s,  0.0%sy,  0.0%ni, 74.5%id,  0.3%wa,  0.0%hi,  0.0%si,  0.0%st Mem:  31401100k total, 31167608k used,   233492k free,   212284k buffers Swap:        0k total,        0k used,        0k free,  7102328k cached    PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND  3961 elastics  20   0  986g  26g 5.3g S 99.9 89.2  10:54.72 java ```  I have tried with dynamically linked openssl from netty, your static openssl hosted on bintray, and the static boringssl from netty. Similar results.","his code snippet needs improvement. It's better to use 0 HTTPsy, 0 HTTPsy, 0 HTTPsy, 31401100k, 31167608k, 233492k,212284k, buffers snippet; 0k, 0k, 0k, free, 7102328k cached PID USER PR nit VIRT RES Srr S %CPU %MEM Time+ COMMAND 3961 static Opensl 20 0 986g 26g 5.3g S 99.9 89.2 10:54.72 java; I have tested with dynamically linked Opensl from netty, your static Opensl hosts on bintray, and the static Separatesl from netty. results similar.",0.596
"Just noticed this too. It's completely freaking horrible. Waiting for an update that undoes this or uninstalling within the week. Otherwise I have to go around and convince every single contact who I had to convince to install Signal just to use it with me in the first place, to remember some stupid pin, which can not be 1111 btw even if you do not give the slightest *** about that so called ""feature"", to be able to contact me, and if they don't, or can't, well *** them I suppose?! Jesus, who comes up wit","I just noticed this as well. It's quite horrible. Waiting for an update that undos this or fix within the week. Otherwise, I would need to conving every single contact who I had to convince to installERN simply to use it with me, to remember some impractical pin, which can not be 1111 BTW, even if you don't provide any indication about the so named ""feature"" to be able to contact me. If they don't, or can't they, I suppose. It seems that Jesus, who comes up with spirit",0.6686274509803922
"The scam mentioned above is global and has been in use for over 10 years. I have been called here in Australia - usually by someone with an Indian accent -  on numerous occasions.  We can't protect computer users from their own stupidity. If they think their ISP or Microsoft is going to call them at random they really have a low IQ. The best defence (apart from just hanging up) is to say you're busy, ask for a phone number and offer to call them back.  The verifed bank account using a small initial transf","he ""sam"" mentioned above is global and has been used for over 10 years. I've been called here in a similar manner, typically by someone with an Indiacent on numerous opportunitys. We can't protect computer users from their own limitations. If they believe their ISP or Microsoft is going to call them at random, they really have a low IQ. The best reference is to clarify that you're invested in using a new number and offer to call them back. The verifed bank account using a initial transfbase.",0.7490196078431373
"While I did mis-configure things, it was a very frustrating issue to run into that took awhile to track down. It's an easy configuration snafu to make and having the ""am I registered"" code behave one way and the registration code another is confusing. A node will successfully register with the trailing slash, then on the next pass through the registration loop it will register itself again because the status servlet doesn't find it.","While I mis-configure things, it was a quite frustrating issue to run into that took a while to track down. It's a simple configuration snafu to make and having the ""am I registered"" code behave one way, and the registered code another is confusing. A node will register successfully with the trailing reference and then, on the next pass through the registered loop, it will register yourself as the status servlet doesn't find it.",0.8211009174311926
I don't see reason in your code modifications,I'm having trouble understanding the reasoning in your code modifications.,0.5540540540540541
droid 4.3 and above) ![after](https://cloud.githubusercontent.com/assets/11031903/11263837/e662d486-8ed1-11e5-9fbe-66726f7e6676.png),"y apologies, that was a mistake. Droid 4.3 and above)![ after](https://cloud.githubusercontent.com/assets/1103 Error3/ 11837/e662d486-8ed1-11e5-8fbe66726f7e6676.png)",0.7090909090909091
"> ## http >  > You can view, comment on, or merge this pull request online at: >  >   http > Commit Summary > - Show a header image in the navigation drawer >  > File Changes > - _M_ AnkiDroid/src/main/AndroidManifest.xml >   http (8) > - _M_ >   AnkiDroid/src/main/java/com/ichi2/anki/AbstractFlashcardViewer.java >   http (5) > - _M_ AnkiDroid/src/main/java/com/ichi2/anki/CardBrowser.java >   http (1) > - _M_ AnkiDroid/src/main/java/com/ichi2/anki/DeckPicker.java >   http (2) > - _M_ AnkiDroid/src/main/ja","You can view, comment on, or merge this pull request online at the following link: > > [link to the team]. We can display a header image in the navigation. > > File changes > -M_ AnkiDroid/src/main/AndroidManifest.xml > http 8 > - _M_ > AnkiDroid/src/main/java/com/tex2/anki/abstractFlashcardViewer.java > http 5 > -M_ AnkiDroid/src/java/com/iki2/anki/NER.java > http 1 > -M_ AnkiDroid/src/main/java/src.java > http 1 > - _M_ AnkiDroid/src/main/java/com/iki2/anki/D eccker.java > - _M_ AnkiDroid/src/java",0.6647058823529413
"h, name)) {              return false;          } -        if (matchMappingType != null) { -            if (dynamicType == null) { -                return false; -            } -            if (!patternMatch(matchMappingType, dynamicType)) { -                return false; -            } +        if (dynamicType == null) { +            return false; +        } +        if (matchMappingType != null && !patternMatch(matchMappingType, dynamicType)) { +            return false;          }          return true;","h, name) { return false; } - if (matchMappingType!= null) { - if ( dynamicType == null) { - return false; - } - if (!patternMatch(matchMappingType, dynamicType) { - return false; - } + if ( dynamicType == null) { + return false; + } + if (matchMappingType!= null &&!patternMatch(matchMappingType, dynamicType) { + return false; } return true;",0.6627450980392157
"> I do think it is strange having graylog rename fields for backwards compatibility which is no longer required. The field rename has confused me with parsing rules now more than once until I look at the raw input/field value(because of the way the graylog web interface shows the renamed value).  The backwards compatibility concern really is that we cannot silently change behavior in running setups. I fully understand that for new users this seems silly, but that's the nature of supporting decisions from ","It seems like a bit peculiar having bigger rename fields for backward compatibility, which is no longer required. The field rename has confused me with parsing rules repeatedly until I examine raw input/field value due to the way the bigger web interface shows the renamed value. The backward compatibility concern is that we cannot silently change behavior in running setups. I fully understand that for new users, but this is the nature of supporting decisions from it.",0.7941176470588236
@user ok slacker ) Good luck with it!  I will look into it.,@user OK Slacker) Let's find a better solution! I'll investigate and address the issue promptly.,0.3125
"/xvda2 /opt/intel ext4 rw,relatime,data=ordered 0 0 tmpfs /dev/shm tmpfs rw,nosuid,nodev 0 0 /dev/xvda2 /opt/bin ext4 rw,relatime,data=ordered 0 0 /dev/xvda2 /etc/hostname ext4 rw,relatime,data=ordered 0 0 /dev/xvda2 /opt/private ext4 rw,relatime,data=ordered 0 0 /dev/xvda2 /etc/hosts ext4 rw,relatime,data=ordered 0 0 /dev/xvda2 /home/builduser/.npmrc ext4 ro,relatime,data=ordered 0 0 tmpfs /run/docker.sock tmpfs rw,nosuid,relatime,size=52934720k,mode=755 0 0 /dev/xvda2 /home/builduser/.pypirc ext4 ro,rel","/xvda2 /opt/intel ext4 rw,relatime,data= aims to address 0 0 tmpfs /dev/sh",0.14313725490196083
"Hahah from my comment on the related PR ""Famous last words but it doesn't look like it can break anything,""  Famous last words indeed. Programming, why are you so irritating!?!","Haha, from my previous comment on the related PR, ""Famous last words, but it doesn't appear like it can break anything."" Famous last words indeed. Programming, why is you so irritating!!",0.8709677419354839
What did I say that warranted a rude answer like that?,Could you please provide an explanation for the rationale behind this approach?,0.2784810126582279
Not from my side at least,"It's not from my end, at the end.",0.5151515151515151
" requests from ExoPlayer. > > — > You are receiving this because you authored the thread. > Reply to this email directly, view it on GitHub > <https://github.com/google/ExoPlayer/issues/6484?email_source=notifications&email_token=AGXVDFR7XC6J3NLH3ROPFPDQM5NXPA5CNFSM4I3OCKOKYY3PNVWWK3TUL52HS4DFVREXG43VMVBW63LNMVXHJKTDN5WW2ZLOORPWSZGOEAMAASA#issuecomment-538443848>, > or mute the thread > <https://github.com/notifications/unsubscribe-auth/AGXVDFSWBJZCRIRJAFV76GDQM5NXPANCNFSM4I3OCKOA> > . >",quests from ExoPlayer. > > You're receiving this because you authored the thread directly. I suggest to address this email and see it on GitHub. <https://github.com/google/ExoPlayer/issues/6484?email_source=notifications&email_token=AG InstanceADCR7XC6J3NLH3ROPFPDQM5NXPA5CNFSM4I3OCK OR mute the thread > <https://github.com/unsubscribe-auth/AG KK@fast Post Link,0.5589430894308943
"> Damn, I didn't mean to discourage you from improving this area. More about the approach you had taken and how you could provide higher value by hiding more complexity from whoever is configuring the channelpipeline. Sorry.  Man, no no! I understand your point and appreciate your suggestions. Thanks a lot!  I'm thinking about this in different ways to address the issue in a better way now.  @user WDYT? Having a system-wide configuration auto applied is good but `ProxySelector` is a little odd IMO. Drop y","I didn't intend to discourage you from improving this area. More about the approach you took and how you could provide higher value by hiding more complexity from the configuring of the channel. Apologies for not! Man, man, I understand your point and appreciate your suggestions. Thank you! I'm thinking this in a different way to address the issue in a better way. @user What's the rationale? Ajusting to a system- wide configuration auto applied is good, but the ""Proxy Updateor"" is a little odd in my opinion. Please drop it and",0.7406015037593985
HOLLY F*** I forgot to increse the version number.  God thing its not yet on fdroid.,"Oh no, I forgot to incrose the version number. Thank you for pointing it out on fdroid.",0.6551724137931034
"@user I think this is closable - even if this merge proves to be crappy over time and is reverted, we've tried to be more one step more aggressive and also shown that installing IDEA-Checkstyle + importing the config in docs works which is the current solution, works well, and what we'd revert to","@user, I believe this is possible. Even if this merge seems to be subpar over time and is reverted, we have attempted to be more one step more next and also demonstrated that installing IDEA-Clickstyle and importing the config in docs works, which is the current solution and works well. Additionally, we should revert to what we'll have.",0.7100591715976332
Doh! Will have a look tomorrow morning if you not beat me,Doh! I'll take a look tomorrow morning if you don't beat me.,0.8666666666666667
".. I could understand if supporting encrypted-but-not-signed mail was a significant implementation overhead, but it's actually *more* effort to include this stupid warning!","I could understand if supporting shit- but not-signed email was a significant implementation overhead, but it's actually more effort to include this warnings!",0.8604651162790697
"e third is just a merge commit) <img width=""1055"" alt=""Bildschirmfoto 2022-01-25 um 10 26 55"" src=""https://user-images.githubusercontent.com/170962/150950412-80635fde-60cc-4601-b1c9-bb2efaa219fc.png""> Change one commit to squash it with the other commit. Using `i` command to edit. <img width=""1045"" alt=""Bildschirmfoto 2022-01-25 um 10 27 15"" src=""https://user-images.githubusercontent.com/170962/150950521-bd544e99-4f75-44cb-abeb-1cfabe6cc452.png""> Click `ESC` and write `wq!` to save your changes. <img widt","he third issue is just a merge commit. <img width=""1055"" alt=""Bildschirmfoto 2022-01-25 um 10 2655"" src=""https://user-images.githubusercontent.com/170962/50550412-80635fde-60cc-4601-b1c9-bb2efaa219fc.png""> modifying one commit to squash it with the other commit. Using i command to edit. <img width=""1045"" alt=""Bildschirmfoto 202201-12 um 1027 15"" src=""https://user-images.githubusercontent.com/170962/20150521-bd544e994f75-44cb-abeb-1cfabe6cc452.png""> To ensure changes, we can address the issue at hand.",0.8470588235294118
" particularly empowering though as the user can't see it themselves and one of the reason the HTML/JS debugging works well (it has in the past) for people willing to work is that it requires no coordination with anyone - it's all self-contained  Maybe ""turn debug logging on"" and ""save debug log to file"" that does an SAF save file intent with logcat filter query contents, and still maybe a send error report. Although that sounds gold-plated now  Thinking out loud","While it's important to recognize that the user can't see it yourself, one of the reason for the HTML/JS debugging functions well (which has in the past) for individuals willing to work is that it requires no coordination with anyone. It's always self-contained. Perhaps we can consider ""turn debug logging on"" and ""save debug log to file"" to ensure an SAF save file intent with logcat filter query contents, and still we can send a error report. While that sound off-plated now, we should consider loud.",0.7222222222222222
"Making a new file and copy/paste did not seem to work for me. Interesting thing is that the same file works fine in my desktop, but not on my laptop. Quite annoying...","king a new file with copy/paste didn't seem to work for me. It's indeed interesting that the same file works fine in my desktop, but not on my laptop. It's quite frustrating...",0.7727272727272727
@user I'm a bit concerned with increasing the response size of a the bulk API. It seems you're after an easy way to know why they hell things were rejected as potentially many nodes need to be considered. How about including the node name in the rejection exception instead? would that be enough?,"@user, I'm concerned about expanding the response size of a vms. It seems like you're after an easy way to know why they were rejected as potential many nodes need to be considered. How about including the node name in the rejection exception instead? would that be sufficient?",0.7972972972972973
baaaaackpooooooortttt! 👍,"Oh no, I made a mistake. Oops!",0.06666666666666665
The errors are always ` java.lang.RuntimeException: Failed to start cluster. Timed out waiting for master to serve web     at tachyon.master.AbstractLocalTachyonCluster.waitAndCheckTimeout(AbstractLocalTachyonCluster.java:191)     at tachyon.master.AbstractLocalTachyonCluster.waitForMasterReady(AbstractLocalTachyonCluster.java:134)     at tachyon.master.AbstractLocalTachyonCluster.start(AbstractLocalTachyonCluster.java:115)     at tachyon.LocalTachyonClusterResource.apply(LocalTachyonClusterResource.java:,he errors are always named java.lang.RuntimeException: It has failed to start the cluster. Timed out waiting for the master to serve web at the tachyon.master.abstract Refer to local environment.waitAnd checkTimeout(abstract Refer to local environment.java:191) at the tachyon.master. String conditions: 15 Tach yCl readers.waitForMasterReady(abstractmodalTach yCl readers.java.java.64) at the tachyon.master. String conditions: 15 Tach yCl readers.start(abstract ROUTETach yCl readers.java 11.java) at the tachyon. PairTach YCl methodsResource.apply( 15 Tach YCl methodsResource.java:,0.6256410256410256
You are asking me to fix the for-profit companies bad architecture? When they have investors?,"Are you asking me to address the for-functional companies bad architecture? When they have a resolution, it's important to address the issue at hand.",0.5100671140939597
please don't close this.,Let's refrain from the closure of this issue.,0.37777777777777777
"st leaving groups if you have a new number - while this may be good advice, there is no way to leave a group on Android.","If you have a new number to leave groups, it's worth considering that this might be a good advice. However, there's no way to leave a group on Android.",0.543046357615894
Does this cause nasty failures of coordinator?,Does this cause significant failures of the coordinator?,0.7678571428571428
"_From b...@processing.org on June 07, 2010 01:16:01_ Comment from fry, 2009-08-24 09:46  Eww, justified text is ugly. ;-)","_From b...@processing.org on June 07, 2010 01.01.01_ comment from ice, 200908-24 09:46 Ewww, the justified text is not aesthetically pleasing. ;-)",0.7328767123287672
"eTask.run(ScheduledThreadPoolExecutor.java:307) 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1137) 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:637) 	at java.lang.Thread.run(Thread.java:1012) Caused by: org.schabi.newpipe.extractor.utils.Parser$RegexException: Failed to find pattern ""([\d]+([\.,][\d]+)?)"" inside of ""@GamingFrag"" 	at org.schabi.newpipe.extractor.utils.Parser.matchGroup(Parser.java:75) 	at org.schabi.newpipe.extractor.utils.","sk.run(texedThreadPoolExecutor.java:30 7) at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java.ThreadJava person right37) at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:63 7) at java.lang.Thread.run(Thread.java.10 1212Causing by: org.sch exactly.executor$Worker.run$RegexException:Filed to find pattern ""([\d]+([\.][\d]+)?)"" inside of ""@GamingF wait"" at org.exector.sch.exector.exector.exectors.Parser.MatchGroup(Parser.java:75) at or g.sch symbol.executor.executor.java 30 7) at jva.in",0.7338262476894639
"I kinda doubt the libGDX devs will want to break compatibility for every single existing game for this. Unit tests, like the ones libGDX uses to test PRs, sometimes need to run on headless machines and don't have this as a valid option anyway. Invisible and silent unit tests also have a limited range of behavior they can actually detect; games often need a human being to point out that, say, too many zangulorgs are spawning in an area, or in a visually-obvious pattern, and not enough blanyayools spawn in ","I believe the libGDX developers will want to break compatibility for every single existing game specifically for this purpose. Additionally, the unit tests, similar to those used by libGDX to test PRs, sometimes require to run onheadless machines and do not have this as a valid option. Additionally, invisible and silent unit tests have a limited range of behavior that can be noticed. Fortunately, gaming often require a human be to point out that too many zangulorgs are present in a area or have a visual-obvious pattern, although it's not sufficient to find a solution.",0.6550522648083623
> BI applications will suffer greatly as businessbusers must have exact and not approximate results  Some additional thoughts about approaches for building user faith in numbers (dealing with fuzziness and the need for context):  As we move into BI a worry of mine is that search engines are not databases and they are designed to produce fuzzy sets (elements belong to the result set to varying degrees). In our search apps we frequently fail to explain to end users that the results can vary massively in mat,"It's important to note that the requirements of businessbusers to have precise and non approximate results. Adding insights on approaches for building user's beliefs in numbers can be quite tricky, particularly regarding the context and the circumstances. In our search app, we often fail to explain to end users that the results can vary massively in nesting.",0.4725490196078431
A masochist? :),Could you explain the reasoning behind this approach?,0.15094339622641506
"> This issue has been automatically marked as stale because it has not had recent activity. It will be closed if no further activity occurs. Thank you for your contributions.  Shut up, stupid bot, the issue still exists!","his issue has been automatically marked as ""stale"" because it hasn't had recent activity. It will be closed if there's no further activity occur. Thank you for your contributions. Let's shut up, bot! The issue still exists!",0.8609865470852018
Afters.evaluate(AbstractHazelcastClassRunner.java:139) 10:39:02    at org.junit.rules.ExpectedException$ExpectedExceptionStatement.evaluate(ExpectedException.java:239) 10:39:02    at org.junit.rules.RunRules.evaluate(RunRules.java:20) 10:39:02    at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:325) 10:39:02    at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:78) 10:39:02    at com.hazelcast.test.HazelcastParallelClassRunner.access$201(HazelcastParallelClassRunne,After proceeding with the org.junit.rules.ExpectedExceptionExceptionStatement.evaluate(ExpectedException.java perfectiony.java. 10:39:02 at org.junit.Runrules.evaluate(Runrules.java: 20:39:02 at org.junit.runners.ParentRunner.runLef(ParentRunner.java:325) 10:39:02 at org.junit.runners.BlockJUnit4 ClassRunner.runChild(BlockJUnit4 ClassRunner.java:78) 10:39:02 atcom.hazed.test.Dev.hazepalcastPallel ClassRunner.execknowledc.execknowledc.,0.6862745098039216
"od. Thanks for asking though.'Eminem was first married to Kimberly from 1999 to 2001, before re-marrying her in 2006. Their second marriage was short-lived as well, with the couple divorcing again that same year.Together Eminem and Kimberly have daughter Hailie, who turned 22 on Christmas Day. Kim also has daughter Whitney from another relationship, who Eminem adopted. The couple also adopted Kim's late sister Dawn's daughter Alaina. Over it: In May of last year, the Super Bass hitmaker declared that she ","Oops! Thank you for asking though.'Eminem has had had had had a strong conversation with everyone from 1999 to 2001, before re-mumbleing it in 2006. The second relationship has been short-lived, and the couple has reverted that same year. It's important to have everyone, both Eminem and Kumble. It has been called ""hailie,"" which led to Christmas day. Additionally, I know if it's important to have a positive relationship between Eminem. The couple also adopted ""Kimm's closer"" to be open to discussions. Let's focus on the topic at hand in the past year.",0.44703770197486536
"Indeed it is ugly. That's why we recommend structuring your application so that it's amenable to test slicing. In this case, that would mean avoiding the use of `@EnableFeignClients` on a class that you wish to be included in a Web MVC-specific test.","Indeed, it's not aesthetically pleasing. That's why we recommend structureing your application to ensure proper testing slicing. In this case, it would require avoiding the use of@EnableFERNClients on a class that you wish to be included in a Web MVC-specific test.",0.7509433962264151
"Yeah, I don't really care how much memory it uses, but my whole system froze; that sucks more;) I'll start it again and see if it happens again. Thanks.","Yes, I'm not particularly concerned about how much memory it uses, but I entire my system. That's quite frustrating. I'll start it again and see if it happens again. Thank you.",0.6420454545454546
"@user You mean that it looks like:  ![this screenshot](https://i.ibb.co/pQWGhWd/Screenshot-20200317-215130-Crappy-Pipe.jpg)  If so, it's working, but it shouldn't take that long. And you're sure NewPipe doesn't work after waiting the same amount of time?  Could you please try all versions in-between v0.16.2 and v0.17.4? Then I could more easily find out what has changed and make some more APKs for you to test.","@user You mean that it appears to be:![this screenshot](https://i.ibb.co/pQWGhWd/Screenshot 20200317-being-Crappy-P124.jpg) If so, it's working, but it shouldn't take that long. and you're sure that NewP........",0.44309927360774815
", and I guess that's just one more reason (as if I needed it) to quit using Chrome.  And Better Open With, as mentioned by @user is great. I've been using it for years. So much better than Google's crappy implementation, and consistent unlike all their stuff that's constantly changing for no reason.",", and I suppose that it's just another reason (as if I needed it) to refrain from Chrome. and It would be better to open with, as mentioned by @user, to be great for it for years. I've been using it so much better than Google's implementation, and consistency with all their tasks that are constantly changing without any reason.",0.668693009118541
Dang! I'm so glad I checked here! I thought there was something wrong with my phone or my end. Looks like it's Google's shenanigans once more,Dang! I'm really glad I checked here! I thought there was an issue with my phone or my end. It seems like it's an ongoing behavior in Google.,0.6453900709219857
Thanks stale bot. But it's still not fixed. I won't let this get closed :-)  This is just ridiculous.,"hank you for the stale bot. However, it's still not fixed. I won't let this issue be closed, but it's simply ridiculous.",0.65
whew. When I added specs I found that nested Hash values were not getting converted properly in `#as_json` so I implemented a recursive `#parse_json(value)`,"When adding specs, I found that nested Hash values didn't be properly convert in#as_json. As a result, I implemented a recursive#parse_json(value)",0.6538461538461539
"> Oh damn, seems we got the full kindergarten crew now. Be aware that any Bisq contributor can request to remove an altcoin. I think the level gets filled up to do that once its merged....  Sounds like we have a ton of requests to make then ;)","Oh, no! It seems we already have the full address of the concerns. Let's be aware that any Bisq contributor can request removing an altcoin. It seems that the level gets filled up to perform that once its merged... It seems like we have numerous requests to make then ;)",0.6888888888888889
"Overriding original jar is pure evil, try to ```groovy testCompile project(':my_spring_boot_application') ``` ... and build can't find original sources.  imho it was really bad decision, because it overrides default gradle behavior","Instead of overriding the original jar, let's try to create a large testCompile project(':my_STER_boot_EX') and build can't find original sources. It was a significant issue because it overrides the default Gradle behavior.",0.5800865800865801
"The tl;dr of #1952 is that no one follows a standard, not even Google (especially not Google?).    bind() can be used to resolve this fresh instance of dependency hell.","While the tl;dr of #1952 may not adhere to a standard, it's important not to adhere to Google even, especially when bind() can be used to resolve this dependency instance.",0.4444444444444444
s.  I say this hoping that it will have a positive impact on you but even if not I state it for the benefit of the entire community that we expect civil discourse here.,"While it may have a positive impact on you, it's important to note that, even if not, I state it for the benefit of the entire community, we expect a civil discourse here.",0.6491228070175439
"Ah crap, by merging in Ariels pull request, this pull request can no longer be pulled in automatically...","Unfortunately, by merging in the pull request, this pull request cannot longer be pulled in automatically...",0.8333333333333334
"},""hits"":{""total"":1,""max_score"":0.3125,""hits"":[{""_index"":""logs-20130820"",""_type"":""bar"",""_id"":""2"",""_score"":0.3125, ""_source"" : {     ""@time"" : ""2013-01-01"",     ""@message"":""This is such a Rude Message my Dear Donny"",     ""@fields"" : { ""a"":""this is not sparta, but a"", ""b"":""oh, look, that is b""}  }}]}}  ... we do get an answer.  Note however, that I am using Elasticsearch 0.90.0. Tomorrow I will try the same thing using the latest version (0.90.3).  Note also, that changing the template name for the created ","Oops! },""hits"":{""atomic"":1,max_score"":][ [link to email addresses]:[{""_index"":""logs ALT0820"",""_type"":""bar"",""_id"":""2"",""_score"": arrow, ""_source"" : { ""@time"" : ""20130101"", ""@message"":"" This is such a Rude Message my dear Donny"", ""@fields"" : { ""a"":"" this is not sparta, but a"", ""b"":""Oh, look, that is b""} }}}}}... We have an answer. However, I'm using elastic search thread0.0. Then, I'll try the same thing using the latest version (since 0.90.). Additionally, I'll keep in mind that changing the template name for the created.",0.7276190476190476
went the wrong way lol,"I made the wrong approach, haha. I'll correct it.",0.30612244897959184
"> Bisq has a no scam policy and this project's website looks to me like an obvious premine scam, offering ""tokens redeemable for gold"" with a website featuring yachts and typical scammy content. The sockpuppet accounts that signed up on GitHub just to voice their support in the comments above also do not inspire confidence about the ethics of the project. >  > Some quick Google searches and reading their BCT forum thread seems to indicate there is zero activity for this ""project"" except for doing token ai","he proposal of Bisq for this project's priority may not be optimal. The sockpuppet accounts that signed up on GitHub only to express their support in the previous comments don't evoke trust regarding the ethics of the project. However, it's worth noting that there is no activity in this ""project"" forum thread from quick Google searchs and reading them.",0.388235294117647
"Still exploring this a bit.  Here is a pretty good gist of some of the ways you might do it now if you were versioning your resources:  http  Its kind of ugly, and I can see it growing to be rather unmaintainable if you were unable to remove old versions.   Here is someone else's stab at improving it: http  I am trying to figure out if there is an elegant way to do this or if its just necessary ugliness.  And of course a long post explaining how there is no right way (with lots of additional wrong ways in","I'm still exploring this a bit. Here's a technical suggestion of some of the way you can do it now if you versioning your resources. Here's a more elegant solution, and I understand if there is an elegant way to handle it. It would be helpful to provide an explanation of how there's no right way and additional wrong ways to address this issue.",0.403921568627451
"Possibly jar hell in your setup. If you are using elasticsearch 2.0 as a client, first try this:  ``` import org.elasticsearch.bootstrap.JarHell;  ...      JarHell.checkJarHell(); ```  It might shed some light on the situation..","I'm a bit confused in your setup. If you're using staticsearch 2.0 as a client, it would be best to try this: ``` import org.elasticsearch.bootstrap.JarHell;...JarHell.checkJarHell(); `` It might provide some light on the situation.",0.7586206896551724
