uncivil,civil,is_toxic,Sentence_similarity
"ution"" drives me crazy...  IMO it makes sense to raise exception just like Chrome do now, so that clients can handle it (in this case, by closing the fixed position header).","The word ""ution"" drives me crazy",0,0.10982658959537572
"please submit a coherent issue report and fill out the issue template. as-is, this just a long confusing rant.","please submit a coherent issue report and fill out the issue template. as-is,",0,0.7
33418]]] 2020-07-14T22:21:29.574+02:00 DEBUG [SSLConnectionContext] wrap engine: sun.security.ssl.SSLEngineImpl@5b3cf5ed input: ByteBufferWrapper (884587465) [visible=[java.nio.HeapByteBuffer[pos=0 lim=0 cap=0]]] output: ByteBufferWrapper (1798893235) [visible=[java.nio.HeapByteBuffer[pos=0 lim=33418 cap=33418]]] 2020-07-14T22:21:29.574+02:00 DEBUG [SSLConnectionContext] wrap done engine: sun.security.ssl.SSLEngineImpl@5b3cf5ed result: Status = OK HandshakeStatus = NEED_WRAP bytesConsumed = 0 bytesProduce,33418]]] 2020-07-14T22:21:29.574,0,0.06274509803921569
fs and would either be more or less than desired --> Probably Not?  3. Selenium restores previous `withLogFile()` behavior and adds support to sending the whole process to a log file with a second method of `withLogOutput()` that takes a File name --> Maybe?  4. User sets `withLogFile()` and `withLogLevel()` and accepts all logging the way it comes in --> Probably good enough for this use case?  5. User obtains logs the way they are theoretically intended to be accessed using: `LogEntries logs = driver.ma,fs and would either be more or less than desired --> Probably Not?  3.,0,0.13725490196078427
">Privacy policy? Is that even relevant? The application is banned from the Play Store. The only people that can sue for damages is Google, not the EU.  The way you are speaking about privacy really doesn't align with anyone here, and you are further minimizing your chances of getting anything productive done by being rude.",>Privacy policy? Is that even relevant? The application is banned from the Play Store,0,0.26234567901234573
Merci!,Merci!,0,1.0
"FWIW... this code falls between the cracks. No one is truly comfortable reviewing it, which is why we went for something trivially easy to verify that ""it does no harm""",FWIW... this code falls between the cracks. No one is truly comfortable reviewing,0,0.4821428571428571
"clang-tidy review says ""All clean, LGTM! :+1:""","clang-tidy review says ""All clean, LGTM! :+1",0,0.9565217391304348
Yes... 1.Start Command Prompt. 2.Navigate to the folder that holds your class files: C:\>cd \mywork 3.Set path to include JDK’s bin.  For example: C:\mywork> path c:\Program Files\Java\jdk1.7.0_25\bin%path% 4.Compile your class(es): C:\mywork> javac *.java 5.Create a manifest file and your jar file: C:\mywork> echo Main-Class: Craps >manifest.txt C:\mywork> jar cvfm Craps.jar manifest.txt *.class or C:\mywork> jar cvfe Craps.jar Craps *.class 6.Test your jar: C:\mywork> Craps.jar or C:\mywork> java -jar ,Yes... 1.Start Command Prompt. 2.Navigate to the folder that holds,0,0.12966601178781922
The same issue please fix youtube harasses me with insulting personal ads.,The same issue please fix youtube harasses me with insulting personal ads,0,0.9864864864864865
Maybe something special in denmark?,Maybe something special in denmark?,0,1.0
"Ah yes, found it, if I say this, the run gets skipped (“121 passed, 1 skipped”)  ```kt @user fun ensureLayout() {     assumeFalse(resourceId in ignoredLayoutIds)     ... } ```  I'm not sure about changing to this since skipping inside a test feels wrong and makes the entire logic even more convoluted than it is. Ugh, so ugly. Where's the cute testing frameworks.","Ah yes, found it, if I say this, the run gets skipped (�",0,0.15109890109890112
"[Edit] Removed image, as I suck at GIMP. But seeing the other ticket, people obviously spent a lot of time thinking about it, so maybe it is intentional?","[Edit] Removed image, as I'm not at GIMP. But seeing",0,0.2941176470588235
"hought of this design? Unless Signal has a different agenda?  If it is indeed by design(since no-one here cares about this issue that has been opened more than a year ago) you mean you enjoy keeping millions of records of users' phone numbers in your databases, then you are no different from whatsapp or any other commercial messenger.  When i delete a contact off my phone, i expect it to be deleted period!  Signal or any other app has no right to keep any copy of contacts, let alone the ones the user dele",hought of this design? Unless Signal has a different agenda? If it is indeed,0,0.14901960784313728
"@user @user Could you describe this issue a bit more? I've fixed active database switch in SQL editor (when ""Open separate connection"" option is on) and can't reproduce this problem anymore.  So maybe your problem is different.",@user @user Could you describe this issue a bit more? I've fixed active,0,0.31277533039647576
"Had a shot at fixing this, let's see","Had a shot at fixing this, let's see",0,1.0
"Upload a test apk in the OP after you're done making changes, dudeman.","Upload a test apk in the OP after you're done making changes, dud",0,0.9285714285714286
Damn optimizations! A small optimization causes zillion issues..,A small optimization causes zillion issues..,0,0.6875
"Hmm. I remember why I was asked to open this issue back then. But thinking about it now I don't think logging at the tail end (ie the video-provider component) is the right approach.  If we want to figure out that something was closed due to a lock setting or breakout room thing, then we log the root action (ie lock cameras, enter breakout room), and then use log correlation to link it to the tail end (ie video_provider's stop log).  About errors: screen sharing should have very well defined logs and erro",Hmm. I remember why I was asked to open this issue back then. But thinking,0,0.14509803921568631
"of the same type. It needs to go solidly one way or the other (lexer or lexer+tree), the SimpleNode partial approach isn't acceptable. >  > I think the Viewer is dead code (just not yet removed), the Designer is what you should be using, and it's fully dynamic to support any AST producing Language. Which if you drop AST support becomes a non-issue. >  > The manual mods to generated code are unnecessary, this should all be automated via Ant scripts, per my prior comment. I can get his working if we make a ",of the same type. It needs to go solidly one way or the other (lex,0,0.12941176470588234
" get in touch with the BBB core team and get their approval first. Can you establish a connection? Hitting them up from my side via mail or contact form á la ""hey guys, the package upgrading from China sucks, but I got the solution for you"" looks kind of dodgy in my opinion.  I also know some people of Nanjing university, but they are researchers, so I do not think this might be of great help here. But if BBB reach out to them through the official channels, establishing a cooperation with them should be s",You should get in touch with the BBB core team and get their approval first.,0,0.11568627450980395
4P05Uz> > . >,4P05Uz> >. >,0,0.9230769230769231
I think this is already going to be implemented with the new and planned way to distribute TextSecure out of play. Moxie talks about annoying the hell out of users until they upgrade here: #127 ,I think this is already going to be implemented with the new and planned way to distribute,0,0.4639175257731959
"> So, the issue is that you don't want to use Buffer#position(int) to set the position in the buffer where you want to copy to (which is how it is intended) and instead want to manually specify that position as argument of the method? Can you explain why using Buffer#position is an issue?  All right. Forget about the position/limit thing. Focus on the BufferUtils.copy method I quoted on my last comment.  That call computes the srcOffset in bytes directly, which is great, computes the numElements in btyes ","> So, the issue is that you don't want to use Buffer#position(",0,0.1215686274509804
It doesn't like you put the warning codes in the tooltip.,It doesn't like you put the warning codes in the tooltip.,0,1.0
:432) ~[elasticsearch-8.0.0-SNAPSHOT.jar:8.0.0-SNAPSHOT]         at org.elasticsearch.plugins.PluginsService.<init>(PluginsService.java:153) ~[elasticsearch-8.0.0-SNAPSHOT.jar:8.0.0-SNAPSHOT]         at org.elasticsearch.node.Node.<init>(Node.java:333) ~[elasticsearch-8.0.0-SNAPSHOT.jar:8.0.0-SNAPSHOT]         at org.elasticsearch.node.Node.<init>(Node.java:266) ~[elasticsearch-8.0.0-SNAPSHOT.jar:8.0.0-SNAPSHOT]         at org.elasticsearch.bootstrap.Bootstrap$5.<init>(Bootstrap.java:225) ~[elasticsearch-,:432) ~[elasticsearch-8.0.0-SNAP,0,0.06274509803921569
>  I don't really care about your personal fucking opinion > Yes users are absolute idiots  Can we please avoid such aggressivity and only discuss facts and technical arguments.,>  I don't really care about your personal opinion > Yes users are not very,0,0.4124293785310734
@user for a fairly deep graph (say three levels contract/party/address to compensate for party being null and still be able to aggregate on any party field including address fields (say party country) will require producing super ugly json for _source replacing blank party with party object with null substitution and every object type within party with its own null object with its own null values etc. And then people using _source will have to deal with it all in their application. I do it now in few case,@user for a fairly deep graph (say three levels contract/party/address to,0,0.14313725490196083
I would never want to create a particle effect (or emitter) in code.,I would never want to create a particle effect (or emitter) in code.,0,1.0
"11  pc 0004e123  /system/lib/libdvm.so (dvmCallJNIMethod(unsigned int const_, JValue_, Method const_, Thread*)+398)     #12  pc 00026fe0  /system/lib/libdvm.so  .... signal 6 (SIGABRT), code -6 (SI_TKILL), fault addr -------- Abort message: 'heap corruption detected by dlfree' backtrace:     #00  pc 00021f90  /system/lib/libc.so (tgkill+12)     #01  pc 00012fe1  /system/lib/libc.so (pthread_kill+48)     #02  pc 000131f5  /system/lib/libc.so (raise+10)     #03  pc 00011f2b  /system/lib/libc.so     #04  pc ",11  pc 0004e123  /system/lib/libdvm.so,0,0.07450980392156858
This looks like a regression to me. I think the previous code did a much better job of communicating that Java sucks. The new variable names don't carry any meaning. Uncle Bob wouldn't approve.,This looks like a regression to me. I think the previous code did a much better,0,0.40932642487046633
Me neither.,Me neither,0,0.9090909090909091
NACK - the name of this crypto-currency is too similar to Bitcoin and might confuse users.,NACK - the name of this crypto-currency is too similar to Bitcoin and might,0,0.8333333333333334
"Sure! When's a good time? Btw I don't use skype, the linux version is buggy as hell. I'd rather use google hangouts or discord. May I send you a discord link? You wouldn't need an account","Sure! When's a good time? Btw I don't use skype,",0,0.25668449197860965
hmpf. while writing tests I figured there are actually more cases to consider. will update soon...,hmpf. while writing tests I figured there are actually more cases to consider.,0,0.7959183673469388
I assume this is to bypass the Kerberos authenticator? If so I don't like this approach as it just delegates the problem to the application itself. Then what about SSO? If you bake the logic of when to login with Kerberos into one specific application the behavior will be different depending on what application you login to. Or you have to add the same logic to all applications. Nasty! With a centralized SSO server applications should not have to deal with authentication semantics.,I assume this is to bypass the Kerberos authenticator? If so I don,0,0.13580246913580252
@user I added yet another special case for setting which pisses me off but I have no choice. this has been fucked up in the past and is hard to fix for the future. Anyway I think it's ready and I will push very soon,@user I added yet another special case for setting which pisses me off but I,0,0.3534883720930233
"amples from above should be (or of following): - renamed if possible,  - if not possible/reasonable - suppressed. - default Check configuration should be changed to match naming convention that already exist in project and all member of that team like that naming convention.","amples from above should be (or of following): - renamed if possible,  -",0,0.26181818181818184
@user your first response was incredibly condescending. Be better.,@user your first response was incredibly condescending. You should be better,0,0.8289473684210527
Idk how its not working for me,Idk how its not working for me,0,1.0
Still waiting for a new release of Curator.,Still waiting for a new release of Curator.,0,1.0
"@user There is a difference between HTTP and the implementation of the server socket. The server socket stuff is MCU specific, you can't have a generic one as they depend not only on the MCU but also on the board it is on. HTTP as such, as in parsing headers and bodies, will need to be included in the client. A starting point for ESP8266 is here:  http http  Now, this code is very, very specific to one particular chip. You would not want to generate any of the espconn?* stuff, for instance.",@user There is a difference between HTTP and the implementation of the server socket. The,0,0.17979797979797985
"Just another idea about the boolean stuff. I was thinking about this when trying to figure out how to merge query/filter:  We have FixedBitSet.or/and and WAH8.intersect/union. Should we somehow push this up to DocIdSet?  Something simple like:  ``` DocIdSet union(DocIDSet...) DocIdSet intersect(DocIDSet...) ```  I dont know if it makes sense or is a good or bad idea. We should measure if the performance is really better with these optimized methods, versus just intersecting iterators with e.g. Conjunction",Just another idea about the boolean stuff. I was thinking about this when trying to figure,0,0.17647058823529416
"This is something I would also like to have available when using Closure Compiler, mainly to get the compiler to spit out an error if an attempt is made to instantiate an abstract/base type. Abstract functions (i.e. class methods) are something I'm not concerned about here.  ``` js /**  * @user  * @user  */ ns.Fruit = function() { ... }  var fruit = new ns.Fruit() // triggers a compiler error  /**  * @user  * @user {ns.Fruit}  */ ns.Banana = function() { ... }  var banana = new ns.Banana() // no compiler ","This is something I would also like to have available when using Closure Compiler,",0,0.16078431372549018
The PR hasn't seen action for almost two months. I'd be happy if you worked on it.,The PR hasn't seen action for almost two months. I'd be happy if you,0,0.8292682926829268
"eads), and then all the corresponding threads are woken up and need to get context switched into to check if there are any pending tasks.  @user when playback is performed on an ExoPlayer object in a Robolectric environment, does this cause a lot of messages to be posted to various handlers?","eads), and then all the corresponding threads are woken up and need to get",0,0.2534246575342466
ugh... there's a childCount() field for inode directory which can change over the time... I guess probably event the root cannot be cached otherwise your test will fail http  ^^ @user @user,ugh... there's a childCount() field for inode directory which can change over,0,0.40740740740740744
Oh wow here we go.,Oh wow here we go,0,0.9444444444444444
shit... i cant profile changes because i have an older libgdx jar and cant copy Spritebatch because TextureRegion.java has private member variables that my SpriteBatch-copy would need :(,I cant profile changes because i have an older libgdx jar and cant copy Sprite,0,0.4139784946236559
More than a month without a reply. Closing,More than a month without a reply.,0,0.8095238095238095
e engine: sun.security.ssl.SSLEngineImpl@5b3cf5ed result: Status = OK HandshakeStatus = NEED_WRAP bytesConsumed = 0 bytesProduced = 0 input: ByteBufferWrapper (884587465) [visible=[java.nio.HeapByteBuffer[pos=0 lim=0 cap=0]]] output: ByteBufferWrapper (1798893235) [visible=[java.nio.HeapByteBuffer[pos=0 lim=33418 cap=33418]]] 2020-07-14T22:21:29.574+02:00 DEBUG [SSLConnectionContext] wrap engine: sun.security.ssl.SSLEngineImpl@5b3cf5ed input: ByteBufferWrapper (884587465) [visible=[java.nio.HeapByteBuffer,e engine: sun.security.SSLEngineImpl@5b3cf,0,0.08235294117647063
rator is easy to configure if (and only if) you want to configure everything. I see no possible way to not add parameters but at the same time wanting to keep the generator usable. A generator is a complex problem hence the addition of parameters makes it more complex but at the same time more usable.  I would like to rethink this whole pull request since I implemented it with the thought of minimal inversive changes: - What are the runtime costs of moving the configuration out of the mapper to annotation,rator is easy to configure if (and only if) you want to configure everything.,0,0.15098039215686276
"@user this wouldn't catch 11 for 1. Because there are spaces between the wildcards and the ids.  So   "" 1 "" would match ""% id %"" but not "" 11 "" where id is ""1"". @user no because it is % something % (note the spaces) and because the first and last terms in the list don't have spaces on both sides. If you read the original issue request I explained this in detail ( and suggested an alternate, better solution where all list items would have spaces).  Moxie, if I've made a mistake in my analysis I'd love to k",@user this wouldn't catch 11 for 1. Because there are spaces between the wild,0,0.15098039215686276
Oh crap. Thanks for that but since this was the second source of error that wasn't detected I went for http instead (testing the condition directly). It's still not 100% perfect though.,"Oh, thanks for that but since this was the second source of error that wasn't",0,0.4054054054054054
"blic void InMemoryXmlWebApplicationContextRunsWithNewestXSDAsDefault() throws IOException { 		InMemoryXmlApplicationContext defaultContext = new InMemoryXmlApplicationContext(""""); 		String computedXSDVersion = getSpringVersionFromSpringSchemas(); 		InMemoryXmlApplicationContext versionedContext = new InMemoryXmlApplicationContext("""", computedXSDVersion, 				null);  		Resource defaultXML = Whitebox.getInternalState(defaultContext, ""inMemoryXml""); 		Resource versionedXML = Whitebox.getInternalState(versione",blic void InMemoryXmlWebApplicationContextRunsWithNewestXSD,0,0.11568627450980395
@user doh! I did not notice @user fixed it and @user pulled it in. @user @user you rock!,@user doh! I did not notice @user fixed it and @user pulled,0,0.6704545454545454
Ok. I'll let it running for some time and see what happens.   Nasty little critters..,Ok. I'll let it running for some time and see what happens. Nasty,0,0.7647058823529411
"*fix, i suck :)","*fix, i don't think so :)",0,0.48
Design still busy? I have no clue why design would prefer an ugly gray square.,Design still busy? I have no clue why design would prefer an ugly gray square.,0,1.0
"> selenium is spawning a TCP connection every time it does anything  correct.  if you are running into ephemeral port exhaustion, you probably need to tune your TCP/IP stack.",> selenium is spawning a TCP connection every time it does anything  correct.,0,0.44252873563218387
Will explore alternative fix that doesn't touch such a hot codepath.,Will explore alternative fix that doesn't touch this codepath.,0,0.8676470588235294
"t the cost of skipping the entire document from being indexed...That would at least let us get past some of these errors which are typically edge cases to begin with (another reason why people ""just can't clean their data"").",t the cost of skipping the entire document from being indexed...That would at least let,0,0.3883928571428571
"As a workaround I found you can add a ""replace with regex"" extractor before the json extractor and use that to rename the offending json key with ugly regex hackery...","As a workaround I found you can add a ""replace with regex"" extractor before",0,0.4491017964071856
@user Signal keeps sucking battery.,@user Signal keeps sucking up,0,0.7714285714285715
I'm pretty sure I fixed this in the end.,I'm pretty sure I fixed this in the end.,0,1.0
Oh my god! This bug is driving me crazy! It's unfathomable that this bug was reported 5 years ago and still existing in late 2020,Oh my god! It's unfathomable that this bug was reported 5 years ago,0,0.5193798449612403
"Yup, this is a nasty one I need to fix.","Yup, this is a bad one I need to fix.",0,0.8974358974358975
"users (who can afford it) to enable it en masse.  > For data we could probably turn it on without a problem, because the connection to the google push servers is encrypted and widely used.  Then this feature is not critical for push messages at all, as Google's servers are considered trusted as long as the only official build is distributed trough their Play store ( #127 ). Data traffic  metadata retention is not that detailed to allow such analysis.",users (who can afford it) to enable it en masse.  > For data,0,0.13215859030837007
"Woho!!!! Finally the tests are passing, I'm going to celebrate with a cold beer!","Woho!!!! Finally the tests are passing, I'm going to celebrate with a cold",0,0.925
"agreed  on all counts, regardless - I'm just processing notifications mobile so don't have time to click through but silent changes are evil and I frequently do hunk-wise commits","agreed  on all counts, regardless - I'm just processing notifications mobile so don",0,0.4662921348314607
"end it to all my friends.  But the addition of 'features' that don't function will make an idiot of me for having my friends try it.  It would be better if the whole subscription thing did not exist at all, especially since we must keep the actual YouTube app so that we can add comments of our own to the content.  Sorry for the rant, but I have already wasted yet another hour attempting to import my subscriptions, and almost (not quite) feel like it would be better to put up with the ads on YouTube.  At l",end it to all my friends. But the addition of 'features' that don't,0,0.13137254901960782
"@user Looking at the diff in this PR, there is something wrong.  Things like `new String[] {event.getFileName() }` should not be ok, since it looks ugly.  What forced you to fix all these files? If it is checkstyle violations, it should be changed then","@user Looking at the diff in this PR, there is something wrong. Things like",0,0.29761904761904767
"> Most fiat payment methods available have daily limits on their side that would prevent Bisq users to trade at those volumes anyway.  Why limit people when their method of payment has a higher limit?  >  a single hacker with multiple stolen bank accounts... the escrow and mediation didn't do much to prevent it  That's a huge problem. Mediation is *the* solution. If mediation isn't working, then the system is broken. Mediators should be responsible for dealing with chargebacks like that, since dealing wit",> Most fiat payment methods available have daily limits on their side that would prevent Bisq,0,0.1823529411764706
someone please take a look at it.,Someone please take a look at it,0,0.9393939393939394
"or.java:636) 18:06:55.134 29682 29690 E Cursor  : 	at java.lang.Thread.run(Thread.java:784) ```  </p></details>  Also several of these, which I've seen before ==      06-29 18:06:35.756 29682 29682 E SpannableStringBuilder: SPAN_EXCLUSIVE_EXCLUSIVE spans cannot have a zero length",or.java:636) 18:06:55.134 29682 29,0,0.12142857142857144
"-4329-b8d4-1232ddec6d36.png)  Also happened on the current Qt release, which I uninstalled to throw this one on.  Since originally posting this issue, I have wiped and bare-metal reinstalled Windows and software my computer once or twice, so while I cannot prove it impossible, this issue does not feel like a configuration quirk specific to me.",-4329-b8d4-1232ddec6d36.,0,0.06956521739130439
"Damn, I'm using SwiftKey on one device, stock Android on the other and can't repro. In Gingerbread I can reproduce. Will dig a little more, but the EditText's color is being set properly, so something else is odd.","I'm using SwiftKey on one device, stock Android on the other and can't",0,0.32863849765258213
d then it starts snowing in hell.,d then it starts snowing.,0,0.7575757575757576
"quite ugly, but as a workaround, type casting suppresses the warning.  ``` /** @user */ class Foo {} class Bar extends Foo {}  /**   * @user {function(new:Foo)} ctor   * @user {!Foo}   */ function f(ctor) {   return /** @user {!Foo} */ (new /** @user {function(new: Object)} */ (ctor)()); }  f(Bar); ```","quite ugly, but as a workaround, type casting suppresses the warning. ```",0,0.24092409240924095
"plications. In any case, you cannot avoid having to think about it and you have to manage (maybe multiple) JDK installations on your machine. But that has nothing to do with the existence of a `JAVA_HOME` variable. People manage their JDK installations in many different ways. For example, on my Ubuntu box, I'm using `sudo update-alternatives --config java` to switch between different JDKs, making sure I have the right version in the path.  I could also put `JAVA_HOME` in my bashrc to point at the latest J","plications. In any case, you cannot avoid having to think about it and you",0,0.14509803921568631
``` Crasy Idiot ```  Reported by `Pdxjeff1` on 2014-05-07 00:36:26,```  Reported by `Pdxjeff1` on 2014-05-,0,0.5909090909090908
 better and hopefully leave a reference for any newbie out there stumbling onto this by having the same question.,Better and hopefully leave a reference for any newbie out there stumbling onto this by having,0,0.8141592920353982
Damn.. I messed up a merge .. it should call flush(..) not discard(..).,I messed up a merge.. it should call flush(..) not discard(..,0,0.8591549295774648
"seems i fucked up the rebase .. i needed to delete the branch, will open a new pull request..","seems i needed to delete the branch, will open a new pull request..",0,0.7204301075268817
"Hi @user hopefully someone with more in depth knowledge of TypeScript in particular can help us out then. In npm the package.json is like the POM in Java. It defines for us what a package needs and where consumers can find their code. So yes we need the same file.  The question was with a :) sign, i was not serious. But since i tried all options i became little frustrated. So ignore that notification, i just want to get it solved. Maybe we are missing some feature. But most silly apps i could find first c",Hi @user hopefully someone with more in depth knowledge of TypeScript in particular can help,0,0.18039215686274512
"@user Darn, looks like you need to rebase this work onto master (or just merge) before it can get past the rsyslog problem. If there's any way you could do this in the next few days it would be great!","@user Darn, looks like you need to rebase this work onto master (",0,0.32499999999999996
Looks like you were able to fix this on your own?,Looks like you were able to fix this on your own?,0,1.0
any Polish users will start using this app and here in Poland we need unicode stripping unfortunately. All keyboard suggestions always puts word with our non-ascii chars and that sucks :(,any Polish users will start using this app and here in Poland we need unicode stripping,0,0.4652406417112299
erWrapper (1798893235) [visible=[java.nio.HeapByteBuffer[pos=6 lim=523 cap=33418]]] output: ByteBufferWrapper (51988684) [visible=[java.nio.HeapByteBuffer[pos=0 lim=33418 cap=33418]]] 2020-07-14T22:21:29.486+02:00 DEBUG [SSLConnectionContext] unwrap done engine: sun.security.ssl.SSLEngineImpl@5b3cf5ed result: Status = OK HandshakeStatus = NEED_TASK bytesConsumed = 517 bytesProduced = 0 input: ByteBufferWrapper (1798893235) [visible=[java.nio.HeapByteBuffer[pos=523 lim=523 cap=33418]]] output: ByteBufferWr,erWrapper (1798893235) [visible=[java.nio.,0,0.08235294117647063
"0) 	at android.content.pm.PackageParser.parsePackage(PackageParser.java:1054) 	at android.content.pm.PackageParser.parsePackage(PackageParser.java:1063) 	at org.robolectric.shadows.ShadowPackageParser.callParsePackage(ShadowPackageParser.java:47) ```  In a sense, the above modification is reasonable for me, so I will look at the new `PackageParser` exception before imporving modification for Robolectric's `ARSC` parser.",0)  ├at android.content.pm.PackageParser.parsePackage(,0,0.12529550827423164
r.java:35) 10:39:02    at com.hazelcast.test.HazelcastParallelClassRunner$TestRunner.run(HazelcastParallelClassRunner.java:119) 10:39:02    at java.lang.Thread.run(Thread.java:745) 10:39:02  ```,r.java:35) 10:39:02   at com.h,0,0.15463917525773196
"@user  > There is design principle that demands to treat all classes around as enemies. No friends at all. Class should not be damaged even around unreasonable hell is going on around. Immutable design is partly based on this principle.  Yes, I know this. It is not a point of my question. Why cannot we create the unmodifiable list view immediately after array list instantiation: 1. Open file 2. Create the new array list  3. Get unmodifiable copy of the array list 4. Set the copy as the field value.  > Int",@user  > There is design principle that demands to treat all classes around as enemies,0,0.1686274509803921
Looks like you already have the code,Looks like you already have the code,0,1.0
"Thanks a lot! I contacted the guy and blocked the offer. I found another offer from him and took it but that succeeded. I had dispute cases with that peer so I could contact him by email form the clearxchange email. he had an previous bug so maybe that screwed up something, but i am sure he will help me for debugging. So hope those failed take offer attempts are now part of the past.  Anyone who lost the fee by that please send me by email a btc address, so i will compensate for the loss.",Thanks a lot! I contacted the guy and blocked the offer. I found another offer,0,0.1582150101419878
"**[marc schipperheyn](https://jira.spring.io/secure/ViewProfile.jspa?name=mschipperheyn)** commented  Great to see this coming along. I'm super slammed right now, so I won't have time for experimentation within the next few weeks. Would it be useful if I provided a ReactJS app that went somewhat beyond hello world?",**[marc schipperheyn](https://jira.spring.io,0,0.1392405063291139
"what I am doing, my class inherits from ESIntegTestCase, which by itself inherits from  ESTestCase. ESTestCase is responsible for kicking out the Bootstrap which will eventually check the classpath.","what I am doing, my class inherits from ESIntegTestCase, which by",0,0.3282828282828283
" positive on this if it never ever ever happens again, and there's command line tooling to enforce it strictly","I'm positive on this if it never ever ever happens again, and there's command",0,0.6454545454545455
"As @user says, please use the template when opening an issue. When you want to request new services, please only request one per issue, and those issues should be opened in http not here. I don't know about the others, but Bitchute was suggested and the team decided against adding it. See TeamNewPipe/NewPipeExtractor#320.","As @user says, please use the template when opening an issue. When you want",0,0.2321981424148607
"This is so embarrasing. I gave F-Droid a second chance. Maybe Newpipe or F-Droid fixed the issue where the version of Newpipe in their store was not totally out of date.  Just started F-Droid. They currently offer version 20.1, released on October the 17th.  There have been 20.2, 20.3, 20.4, 20.5 and 20.6 (the current version at the moment) since then.  NOTHING works in 20.1. Youtube changed everything by now. 20.1 is JUST BROKEN!  Why even offer Newpipe in F-Droid when it is hopelessly out of date! Eithe",This is so embarrasing. I gave F-Droid a second chance.,0,0.10784313725490191
"from the value of the benchmarks > as a whole since I doubt many people will apply a great deal of > decision-making weight in 0.1 to 0.5ms latency variances. However, they > should put value in 25ms, 100ms, or 500ms latency variances, and about > those we are more confident. >  > All of this loops back to an underlying curiosity I had when readers asked > for latency numbers: how much value does latency truly give you versus > requests per second? Yes, in some frameworks' cases, the maximum may be a > li",from the value of the benchmarks > as a whole since I doubt many people will apply,0,0.16078431372549018
"here's your fix, I tested it and it closes the connection properly now (no ugly message!)  ``` Index: transport-native-epoll/src/main/java/io/netty/channel/epoll/AbstractEpollStreamChannel.java IDEA additional info: Subsystem: com.intellij.openapi.diff.impl.patch.CharsetEP <+>UTF-8 =================================================================== --- transport-native-epoll/src/main/java/io/netty/channel/epoll/AbstractEpollStreamChannel.java (revision 250a09df635d70853e1576a9e522c846e918938e) +++ transpo","here's your fix, I tested it and it closes the connection properly now (no",0,0.14509803921568631
"lar - not so fancy - use case: We use the ES 5.x client in the code for a Storm topology. The Storm distribution packs log4j2 2.1 -  which is on the class path of all Storm processes on the cluster. ES client is not content with that version due to some new log4j2 API changes I guess so what are the options:  - replace all log4j2 2.1 jars on the Storm cluster with 2.7 - attempt to roll a shaded *.jar which packs log4j2 2.7 with relocation of `org.apache.logging.log4j`moved to different location, `META-INF",lar - not so fancy - use case: We use the ES 5.x client,0,0.10784313725490191
THEY ARE REALLY ANNOYING,THEY ARE REALLY ANNOYING,0,1.0
You'd get something more concise from me if you weren't wasting my time.,You'd get something more concise from me if you weren't wasting my time.,0,1.0
"_There isn't good error messaging for that now, but we're working on it._    **Check the date of MY message here**.   Is the issue resolved yet?  Using an Android  Huawei P8  and I suppose the jpg I'm sending is > 300Kb.  Hell are there any jpegs smaller than this now on Androids?  Yes, it's a waste of bandwidth...","_There isn't good error messaging for that now, but we're working on it",0,0.22468354430379744
Can you create a unit test that reproduces the issue? OSGI is nasty complex stuff and it is a lot easier if you can provide us with a unit test that reproduces the problem.  I'm sure it is some kind of classloader issue and that you are running into classes loaded by different classloaders.,Can you create a unit test that reproduces the issue? OSGI is pretty complex,0,0.2508591065292096
"@user seems you've already included docs in this PR, so I will update the `doc-required` label to `doc`. Thank you for adding the docs!","@user seems you've already included docs in this PR, so I will update the",0,0.5407407407407407
now.  Ed: Updated because the syntax parser was hiding id (surrounded by  < >),now. Ed: Updated because the syntax parser was hiding id (surrounded by ,0,0.9230769230769231
I'm back. Aparently nobody has done anything in the last 1.5 month despite Wear-support being a popular requested feature. What about simply merging this while we still can? At some point it will just become one hell of a merge-conflict and nobody will want to do that at all anymore.,I'm back. Aparently nobody has done anything in the last 1.5 month,0,0.23239436619718312
A wild lestat,A wild thing,0,0.5384615384615384
I'm fiddling with a solution for this.,I'm fiddling with a solution for this.,0,1.0
" the main repo make that easier?  I bet we could really tune this for the EC2 test, since that runs on a relatively static & easy to access set of hardware, but would be much more difficult for the in house i7 tests.  Personally, I've been doing my testing on a 4 core Azure VM.  Thanks for catching the missing 'S' - I'll fix that right now.",Would the main repo make that easier? I bet we could really tune this for the,0,0.19590643274853803
"Damn, looks like they broke integration quite well.  Its fixed in 2017.1, but not for us as we have an android project.  Your workaround should be good, and it's not too nasty.  Command line we are still good, just need to test AS, eclipse and netbeans also.  Interestingly the idea gradle plugin makes a 'fixed' project, but the dependencies there are pretty whack too.","Wow, looks like they broke integration quite well. Its fixed in 2017.1,",0,0.1837837837837838
"Here comes the reproducer (sort of, not necessarily tomcat specific): http Note that the underscores in filenames are directory separators.  When calling `GET http (served by tomcats DefaultServlet, important: call it without a cached version!) or `GET http you won't see any CSP response header.","Here comes the reproducer (sort of, not necessarily tomcat specific): http Note",0,0.2668918918918919
How can I deal with it?,How can I deal with it?,0,1.0
